Eviction ID,Address,City,State,Eviction Notice Source Zipcode,File Date,Non Payment,Breach,Nuisance,Illegal Use,Failure to Sign Renewal,Access Denial,Unapproved Subtenant,Owner Move In,Demolition,Capital Improvement,Substantial Rehab,Ellis Act WithDrawal,Condo Conversion,Roommate Same Unit,Other Cause,Late Payments,Lead Remediation,Development,Good Samaritan Ends,Constraints Date,Supervisor District,Neighborhoods - Analysis Boundaries,Location,Shape,SF Find Neighborhoods,Current Police Districts,Current Supervisor Districts,Analysis Neighborhoods,DELETE - Neighborhoods,DELETE - Police Districts,DELETE - Supervisor Districts,DELETE - Fire Prevention Districts,DELETE - Zip Codes,"CBD, BID and GBD Boundaries as of 2017",Central Market/Tenderloin Boundary,"Areas of Vulnerability, 2016",Central Market/Tenderloin Boundary Polygon - Updated,Fix It Zones as of 2018-02-07,Neighborhoods
M230639,500 Block Of Ofarrell  Street,San Francisco,CA,94102,5/10/2023,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,5,Tenderloin,"(37.785686031545204, -122.41379344025961)",POINT (-122.413795 37.785686),20,5,10,36,36,10,9,7,28852,6,1,2,1,,20
M230640,1300 Block Of Folsom  Street,San Francisco,CA,94103,5/10/2023,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,6,South of Market,"(37.77352706317836, -122.4119175634256)",POINT (-122.41192 37.773525),32,1,10,34,34,2,9,8,28853,,,2,,,32
M230641,600 Block Of 10th  Avenue,San Francisco,CA,94118,5/10/2023,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,1,Inner Richmond,"(37.77610651098033, -122.46822551384018)",POINT (-122.46822 37.776108),5,8,4,11,11,6,2,11,54,,,1,,,5
M230642,2800 Block Of Lyon  Street,San Francisco,CA,94123,5/10/2023,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,2,Presidio,"(37.79704675674654, -122.44708651535613)",POINT (-122.44709 37.797047),14,4,6,27,30,9,1,13,57,,,1,,,14
M230643,400 Block Of Delmar  Street,San Francisco,CA,94117,5/10/2023,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,
M230644,200 Block Of 05th  Avenue,San Francisco,CA,94118,5/10/2023,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,1,Inner Richmond,"(37.78392251130293, -122.4634168446232)",POINT (-122.46342 37.783924),5,8,4,11,11,6,2,11,54,,,1,,,5
M230645,300 Block Of 11th  Avenue,San Francisco,CA,94118,5/11/2023,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,1,Inner Richmond,"(37.78173532088874, -122.46969850892914)",POINT (-122.469696 37.781734),5,8,4,11,11,6,2,11,54,,,1,,,5
M230646,300 Block Of 06th  Street,San Francisco,CA,94103,5/11/2023,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,6,South of Market,,POINT (-122.404854 37.77789),,,,,,,,,,,,,,,32
M230647,0 Block Of Turk  Street,San Francisco,CA,94102,5/15/2023,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,5,Tenderloin,"(37.78333200817521, -122.40984274169635)",POINT (-122.40984 37.783333),20,5,10,36,36,10,9,14,28852,6,1,2,1,18,20
M230648,0 Block Of Turk  Street,San Francisco,CA,94102,5/15/2023,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,5,Tenderloin,"(37.78333200817521, -122.40984274169635)",POINT (-122.40984 37.783333),20,5,10,36,36,10,9,14,28852,6,1,2,1,18,20
M230649,2300 Block Of 27th  Avenue,San Francisco,CA,94116,5/15/2023,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,4,Sunset/Parkside,"(37.743606512079936, -122.48432922818313)",POINT (-122.48433 37.743607),40,10,7,35,35,8,3,1,29491,,,1,,24,40
M230650,300 Block Of Leavenworth  Street,San Francisco,CA,94102,5/16/2023,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,5,Tenderloin,"(37.784190461349574, -122.41433588630116)",POINT (-122.41434 37.78419),20,5,10,36,36,10,9,7,28852,6,1,2,1,18,20
M230651,2000 Block Of Silver  Avenue,San Francisco,CA,94124,5/16/2023,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,10,Bayview Hunters Point,"(37.73600695283012, -122.39945662459257)",POINT (-122.39946 37.736008),87,2,9,1,1,3,8,10,58,,,2,,,87
M230652,500 Block Of Folsom  Street,San Francisco,CA,94105,5/16/2023,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,6,Financial District/South Beach,"(37.786988279793036, -122.39487378689414)",POINT (-122.394875 37.786987),32,1,10,8,6,2,9,6,28855,3,,1,,,30
M230653,500 Block Of South Van Ness  Avenue,San Francisco,CA,94110,5/17/2023,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,9,Mission,"(37.76437736958609, -122.41740950130017)",POINT (-122.41741 37.764378),53,3,2,20,19,4,7,8,28859,,,2,,14,53
M230654,400 Block Of Vallejo  Street,San Francisco,CA,94133,5/17/2023,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,3,North Beach,"(37.79903383442269, -122.40513897872147)",POINT (-122.405136 37.799034),,6,3,23,23,1,10,3,308,,,1,,,106
M230655,2800 Block Of Gough  Street,San Francisco,CA,94123,5/17/2023,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,2,Marina,"(37.79953197020456, -122.42755130437097)",POINT (-122.42755 37.799534),15,4,6,13,17,9,1,13,57,,,1,,,15
M230656,2300 Block Of 27th  Avenue,San Francisco,CA,94116,5/17/2023,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,4,Sunset/Parkside,"(37.743606512079936, -122.48432922818313)",POINT (-122.48433 37.743607),40,10,7,35,35,8,3,1,29491,,,1,,24,40
M230657,0 Block Of Baldwin  Court,San Francisco,CA,94124,5/17/2023,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,10,Bayview Hunters Point,"(37.72966591540352, -122.38071534888685)",POINT (-122.380714 37.729668),78,2,9,1,1,3,8,10,58,,,2,,,78
M230658,700 Block Of Post  Street,San Francisco,CA,94109,5/17/2023,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,3,Tenderloin,"(37.78755872346921, -122.41417469542912)",POINT (-122.41418 37.78756),50,6,3,36,36,1,10,5,28858,,,2,,,50
M230659,1000 Block Of Bush  Street,San Francisco,CA,94109,5/18/2023,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,3,Nob Hill,"(37.789424585381944, -122.41455015776054)",POINT (-122.41455 37.789425),50,6,3,21,21,1,10,5,28858,,,2,,,50
M230660,2200 Block Of California  Street,San Francisco,CA,94115,5/18/2023,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,2,Pacific Heights,"(37.78921986659467, -122.43137384194235)",POINT (-122.43137 37.78922),102,4,6,30,27,9,1,13,29490,,,1,,,102
M230661,1100 Block Of Montgomery  Street,San Francisco,CA,94133,5/18/2023,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,3,North Beach,"(37.79963825275207, -122.40414677488978)",POINT (-122.404144 37.799637),18,6,3,23,23,1,10,3,308,,,1,,,18
M230662,900 Block Of Laguna  Street,San Francisco,CA,94115,5/18/2023,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,5,Western Addition,"(37.77995938677908, -122.42696973133378)",POINT (-122.42697 37.77996),97,4,11,39,41,9,11,7,28852,,,2,,,97
M230663,1000 Block Of Bush  Street,San Francisco,CA,94109,5/19/2023,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,3,Nob Hill,"(37.789424585381944, -122.41455015776054)",POINT (-122.41455 37.789425),50,6,3,21,21,1,10,5,28858,,,2,,,50
M230664,1000 Block Of Bush  Street,San Francisco,CA,94109,5/19/2023,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,3,Nob Hill,"(37.789424585381944, -122.41455015776054)",POINT (-122.41455 37.789425),50,6,3,21,21,1,10,5,28858,,,2,,,50
M230665,1000 Block Of Bush  Street,San Francisco,CA,94109,5/19/2023,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,3,Nob Hill,"(37.789424585381944, -122.41455015776054)",POINT (-122.41455 37.789425),50,6,3,21,21,1,10,5,28858,,,2,,,50
M230666,500 Block Of Folsom  Street,San Francisco,CA,94105,5/19/2023,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,6,Financial District/South Beach,"(37.786988279793036, -122.39487378689414)",POINT (-122.394875 37.786987),32,1,10,8,6,2,9,6,28855,3,,1,,,30
M230667,1800 Block Of Lombard  Street,San Francisco,CA,94123,5/19/2023,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,2,Marina,"(37.80042690849138, -122.43195050796238)",POINT (-122.43195 37.800426),17,4,6,13,17,9,1,13,57,,,1,,,17
M230668,1500 Block Of Jones  Street,San Francisco,CA,94109,5/19/2023,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,3,Nob Hill,"(37.79543273698387, -122.41491554362834)",POINT (-122.41492 37.795433),16,6,3,21,21,1,10,5,308,,,1,,,16
M230669,0 Block Of Taylor  Street,San Francisco,CA,94102,5/19/2023,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,5,Tenderloin,"(37.78249388276087, -122.41061961890289)",POINT (-122.41062 37.782494),20,5,10,36,36,10,9,14,28852,6,1,2,1,18,20
M230670,400 Block Of Duboce  Avenue,San Francisco,CA,94117,5/22/2023,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,8,Hayes Valley,"(37.76943202493974, -122.42951681584609)",POINT (-122.42952 37.769432),28,7,5,9,10,9,5,7,28862,9,,1,,20,28
M230671,1000 Block Of Bush  Street,San Francisco,CA,94109,5/22/2023,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,3,Nob Hill,"(37.789424585381944, -122.41455015776054)",POINT (-122.41455 37.789425),50,6,3,21,21,1,10,5,28858,,,2,,,50
M230672,0 Block Of Colton  Street,San Francisco,CA,94103,5/22/2023,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,6,Mission,"(37.7730764798631, -122.42014074596756)",POINT (-122.42014 37.773075),32,1,10,20,19,2,9,8,28853,,1,2,1,,32
M230673,800 Block Of University  Street,San Francisco,CA,94134,5/22/2023,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,9,Portola,"(37.719662963006385, -122.41123267615649)",POINT (-122.41123 37.71966),91,2,2,25,28,3,7,9,309,,,1,,,91
M230674,900 Block Of Montgomery  Street,San Francisco,CA,94133,5/22/2023,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,3,North Beach,"(37.79759583961752, -122.40373654016625)",POINT (-122.40374 37.797596),106,6,3,23,23,1,10,3,308,,,2,,,106
M230675,1200 Block Of Turk  Street,San Francisco,CA,94115,5/22/2023,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,5,Western Addition,"(37.78092044477575, -122.42881419136106)",POINT (-122.42882 37.780922),97,4,11,39,41,9,11,7,29490,,,2,,,97
M230677,300 Block Of Mission  Street,San Francisco,CA,94105,5/24/2023,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,6,Financial District/South Beach,"(37.79080693814859, -122.39625156158912)",POINT (-122.39625 37.790806),108,1,10,8,6,2,9,12,28855,3,,1,,,32
M230678,400 Block Of Turk  Street,San Francisco,CA,94102,5/25/2023,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,5,Tenderloin,"(37.78250272711093, -122.41633843508814)",POINT (-122.416336 37.7825),20,5,10,36,36,10,9,7,28852,6,1,2,1,18,20
M230679,400 Block Of Turk  Street,San Francisco,CA,94102,5/25/2023,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,5,Tenderloin,"(37.78250272711093, -122.41633843508814)",POINT (-122.416336 37.7825),20,5,10,36,36,10,9,7,28852,6,1,2,1,18,20
M230680,600 Block Of Green  Street,San Francisco,CA,94133,5/25/2023,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,3,Chinatown,"(37.79939633857029, -122.40982932770474)",POINT (-122.40983 37.799397),106,6,3,6,4,1,10,3,308,,,2,,,106
M230681,900 Block Of Burnett  Avenue,San Francisco,CA,94131,5/25/2023,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,8,Twin Peaks,"(37.74818840032642, -122.445004200561)",POINT (-122.44501 37.748188),51,7,5,38,38,5,5,2,63,,,1,,,48
M230682,900 Block Of Burnett  Avenue,San Francisco,CA,94131,5/25/2023,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,8,Twin Peaks,"(37.74818840032642, -122.445004200561)",POINT (-122.44501 37.748188),51,7,5,38,38,5,5,2,63,,,1,,,48
M230683,1500 Block Of Jennings  Street,San Francisco,CA,94124,5/30/2023,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,10,Bayview Hunters Point,"(37.73047879031264, -122.38556987028447)",POINT (-122.38557 37.73048),86,2,9,1,1,3,8,10,58,,,2,,,86
M230684,0 Block Of Gillette  Avenue,San Francisco,CA,94134,5/30/2023,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,10,Bayview Hunters Point,"(37.712131940931826, -122.39605229500565)",POINT (-122.39605 37.71213),89,2,9,1,1,3,8,10,58,,,1,,,89
M230685,5800 Block Of 03rd  Street,San Francisco,CA,94124,5/30/2023,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,10,Bayview Hunters Point,"(37.7247446445345, -122.39465451422056)",POINT (-122.39465 37.724743),86,2,9,1,1,3,8,10,58,,,2,,,86
M230686,0 Block Of Mccoppin  Street,San Francisco,CA,94103,5/31/2023,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,6,Mission,"(37.77161846252381, -122.42213700539256)",POINT (-122.422134 37.771618),32,1,10,20,19,2,9,8,28853,,,2,,,32
M230687,500 Block Of Haight  Street,San Francisco,CA,94117,5/31/2023,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,5,Hayes Valley,"(37.77200276459823, -122.43126311145723)",POINT (-122.43127 37.772003),26,4,11,9,10,9,11,15,29492,,,1,,,26
M230688,5200 Block Of Diamond Heights  Boulevard,San Francisco,CA,94131,5/31/2023,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,8,Noe Valley,"(37.74443029905712, -122.43890666012946)",POINT (-122.4389 37.74443),57,9,5,22,22,7,5,2,63,,,1,,,57
M230689,1100 Block Of Market  Street,San Francisco,CA,94103,5/31/2023,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,6,South of Market,"(37.77956997369328, -122.41359142040496)",POINT (-122.41359 37.77957),32,5,10,34,34,2,9,8,28853,7,1,2,1,3,32
M230690,1600 Block Of 19th  Avenue,San Francisco,CA,94122,6/2/2023,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,7,Inner Sunset,"(37.75704399033407, -122.47654027013972)",POINT (-122.47654 37.757046),44,10,8,14,12,8,4,1,56,,,1,,,44
M230691,700 Block Of Post  Street,San Francisco,CA,94109,6/2/2023,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,3,Tenderloin,"(37.78755872346921, -122.41417469542912)",POINT (-122.41418 37.78756),50,6,3,36,36,1,10,5,28858,,,2,,,50
M230692,1100 Block Of Market  Street,San Francisco,CA,94103,6/5/2023,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,6,South of Market,"(37.77956997369328, -122.41359142040496)",POINT (-122.41359 37.77957),32,5,10,34,34,2,9,8,28853,7,1,2,1,3,32
M230693,1000 Block Of Bush  Street,San Francisco,CA,94109,6/5/2023,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,3,Nob Hill,"(37.789424585381944, -122.41455015776054)",POINT (-122.41455 37.789425),50,6,3,21,21,1,10,5,28858,,,2,,,50
M230694,600 Block Of Epic  Way,San Francisco,CA,95134,6/5/2023,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,
M230695,0 Block Of Jones  Street,San Francisco,CA,94102,6/6/2023,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,5,Tenderloin,"(37.78160461376042, -122.41212240559267)",POINT (-122.412125 37.781605),20,5,10,36,36,10,9,7,28852,6,1,2,1,18,20
M230696,200 Block Of 09th  Street,San Francisco,CA,94103,6/7/2023,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,6,South of Market,"(37.77477836012869, -122.4128941315359)",POINT (-122.412895 37.774776),32,1,10,34,34,2,9,8,28853,,,2,,,32
M230697,1400 Block Of 39th  Avenue,San Francisco,CA,94122,6/7/2023,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,4,Sunset/Parkside,"(37.75982177794647, -122.49835884303577)",POINT (-122.49836 37.759823),39,10,7,35,35,8,3,1,56,,,1,,,39
M230698,400 Block Of Valencia  Street,San Francisco,CA,94103,6/8/2023,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,9,Mission,"(37.76613016683555, -122.42200406305673)",POINT (-122.422005 37.76613),53,3,5,20,19,4,5,8,28853,,,2,,,53
M230699,400 Block Of Eddy  Street,San Francisco,CA,94109,6/8/2023,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,5,Tenderloin,"(37.78361971423206, -122.41506205873048)",POINT (-122.41506 37.78362),20,5,10,36,36,10,9,7,28852,6,1,2,1,18,20
M230700,1300 Block Of Market  Street,San Francisco,CA,94102,6/8/2023,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,6,Tenderloin,"(37.777044489388786, -122.41693056537846)",POINT (-122.41693 37.777046),21,5,10,36,36,2,9,7,28852,8,1,2,1,,21
M230701,0 Block Of Essex  Street,San Francisco,CA,94105,6/8/2023,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,6,Financial District/South Beach,"(37.785966027212766, -122.39512624662231)",POINT (-122.39513 37.785965),30,1,10,8,6,2,9,6,28855,3,,1,,,30
M230709,800 Block Of Jamestown  Avenue,San Francisco,CA,94124,5/22/2023,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7/17/2028,10,Bayview Hunters Point,"(37.71653909159054, -122.39036241138425)",POINT (-122.390366 37.716537),88,2,9,1,1,3,8,10,58,,,1,,,79
M230710,100 Block Of Girard  Street,San Francisco,CA,94134,5/18/2023,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,9,Portola,"(37.730376135010886, -122.40583757817497)",POINT (-122.40584 37.730377),91,2,2,25,28,3,7,10,309,,,2,,,91
M230711,700 Block Of Silliman  Street,San Francisco,CA,94134,5/24/2023,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,9,Portola,"(37.729301395044295, -122.41249277545894)",POINT (-122.41249 37.7293),91,2,2,25,28,3,7,9,309,,,2,,,91
M230712,700 Block Of Silliman  Street,San Francisco,CA,94134,5/24/2023,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,9,Portola,"(37.729301395044295, -122.41249277545894)",POINT (-122.41249 37.7293),91,2,2,25,28,3,7,9,309,,,2,,,91
