,neighborhood,borough,Quarter/Year,property_group,trd_doc_classification,SUM of doc_amount,MEDIAN of doc_amount,AVERAGE of doc_amount,SUM of bbl_count,avg_asking_rent,cleaned_sales_volume,cleaned_avg_price,cleaned_median_price,ppsqft
1256,East Williamsburg,Brooklyn,24/Q4,Multi-Family Dwelling,Residential,"$3,348,000",,,2,,"$3,348,000",,,
1257,East Williamsburg,Brooklyn,25/Q4,Co-op,Residential,"$390,000",,,1,,"$390,000",,,
1258,East Williamsburg,Brooklyn,25/Q4,Condo,Residential,"$100,607,098","$1,362,319","$1,571,986",64,,"$100,607,098","$1,571,986","$1,362,319",
1259,East Williamsburg,Brooklyn,25/Q4,Multi-Family Dwelling,Residential,"$30,110,000","$2,300,000","$2,316,154",13,,"$30,110,000","$2,316,154","$2,300,000",
1260,East Williamsburg-Bushwick,Brooklyn,25/Q1,Condo,Residential,"$999,034",,,1,,"$999,034",,,
1261,East Williamsburg-Bushwick,Brooklyn,25/Q1,Multi-Family Dwelling,Residential,"$2,790,000",,,2,,"$2,790,000",,,
1262,East Williamsburg-Bushwick,Brooklyn,26/Q1,Condo,Residential,"$1,262,500",,,1,,"$1,262,500",,,
1263,East Williamsburg-Bushwick,Brooklyn,26/Q1,Multi-Family Dwelling,Residential,"$2,505,000",,,1,,"$2,505,000",,,
1264,East Williamsburg-Bushwick,Brooklyn,26/Q1,Single-Family Home,Residential,"$2,500,000",,,1,,"$2,500,000",,,
1265,East Williamsburg-Bushwick,Brooklyn,25/Q2,Condo,Residential,"$1,950,000",,,2,,"$1,950,000",,,
1266,East Williamsburg-Bushwick,Brooklyn,25/Q2,Multi-Family Dwelling,Residential,"$1,500,000",,,1,,"$1,500,000",,,
1267,East Williamsburg-Bushwick,Brooklyn,25/Q3,Condo,Residential,"$3,095,000",,,3,,"$3,095,000",,,
1268,East Williamsburg-Bushwick,Brooklyn,25/Q3,Multi-Family Dwelling,Residential,"$8,609,479",,,3,,"$8,609,479",,,
1269,East Williamsburg-Bushwick,Brooklyn,25/Q4,Condo,Residential,"$1,560,000",,,2,,"$1,560,000",,,
1270,East Williamsburg-Bushwick,Brooklyn,25/Q4,Multi-Family Dwelling,Residential,"$3,503,525",,,2,,"$3,503,525",,,
1271,East Williamsburg-Bushwick,Brooklyn,25/Q4,Single-Family Home,Residential,"$2,000,000",,,1,,"$2,000,000",,,
1272,Eastchester,Bronx,25/Q1,Co-op,Residential,"$329,000",,,1,,"$329,000",,,
1273,Eastchester,Bronx,25/Q1,Multi-Family Dwelling,Residential,"$3,533,000","$750,000","$706,600",5,,"$3,533,000","$706,600","$750,000",
1274,Eastchester,Bronx,25/Q1,Single-Family Home,Residential,"$1,005,000",,,2,,"$1,005,000",,,
1275,Eastchester,Bronx,26/Q1,Multi-Family Dwelling,Residential,"$3,650,000",,,4,,"$3,650,000",,,
1276,Eastchester,Bronx,26/Q1,Single-Family Home,Residential,"$3,469,000",,,2,,"$3,469,000",,,
1277,Eastchester,Bronx,25/Q2,Co-op,Residential,"$360,000",,,1,,"$360,000",,,
1278,Eastchester,Bronx,25/Q2,Multi-Family Dwelling,Residential,"$2,365,000",,,3,,"$2,365,000",,,
1279,Eastchester,Bronx,25/Q2,Single-Family Home,Residential,"$650,000",,,1,,"$650,000",,,
1280,Eastchester,Bronx,25/Q3,Multi-Family Dwelling,Residential,"$1,500,000",,,2,,"$1,500,000",,,
1281,Eastchester,Bronx,25/Q4,Multi-Family Dwelling,Residential,"$1,330,000",,,2,,"$1,330,000",,,
1282,Eastchester,Bronx,25/Q4,Single-Family Home,Residential,"$3,610,000",,,4,,"$3,610,000",,,
1283,Edenwald,Bronx,25/Q1,Multi-Family Dwelling,Residential,"$6,478,300","$832,500","$809,788",8,,"$6,478,300","$809,788","$832,500",
1284,Edenwald,Bronx,25/Q1,Single-Family Home,Residential,"$2,713,260","$525,000","$542,652",5,,"$2,713,260","$542,652","$525,000",
1285,Edenwald,Bronx,26/Q1,Multi-Family Dwelling,Residential,"$7,012,776","$800,000","$779,197",9,,"$7,012,776","$779,197","$800,000",
1286,Edenwald,Bronx,26/Q1,Single-Family Home,Residential,"$3,455,000","$465,000","$493,571",7,,"$3,455,000","$493,571","$465,000",
1287,Edenwald,Bronx,25/Q2,Multi-Family Dwelling,Residential,"$7,110,700","$644,500","$711,070",10,,"$7,110,700","$711,070","$644,500",
1288,Edenwald,Bronx,25/Q2,Single-Family Home,Residential,"$2,505,000","$435,000","$501,000",5,,"$2,505,000","$501,000","$435,000",
1289,Edenwald,Bronx,25/Q3,Condo,Residential,"$444,000",,,1,,"$444,000",,,
1290,Edenwald,Bronx,25/Q3,Multi-Family Dwelling,Residential,"$8,389,250","$785,000","$762,659",11,,"$8,389,250","$762,659","$785,000",
1291,Edenwald,Bronx,25/Q3,Single-Family Home,Residential,"$6,027,000","$587,500","$602,700",10,,"$6,027,000","$602,700","$587,500",
1292,Edenwald,Bronx,24/Q4,Multi-Family Dwelling,Residential,"$2,428,000",,,3,,"$2,428,000",,,
1293,Edenwald,Bronx,24/Q4,Single-Family Home,Residential,"$2,005,000",,,3,,"$2,005,000",,,
1294,Edenwald,Bronx,25/Q4,Condo,Residential,"$510,000",,,1,,"$510,000",,,
1295,Edenwald,Bronx,25/Q4,Multi-Family Dwelling,Residential,"$10,013,701","$912,550","$834,475",12,,"$10,013,701","$834,475","$912,550",
1296,Edenwald,Bronx,25/Q4,Single-Family Home,Residential,"$4,723,503","$479,503","$524,834",9,,"$4,723,503","$524,834","$479,503",
1297,Edgemere,Queens,25/Q1,Multi-Family Dwelling,Residential,"$530,000",,,1,,"$530,000",,,
1298,Edgemere,Queens,25/Q1,Single-Family Home,Residential,"$650,000",,,1,,"$650,000",,,
1299,Edgemere,Queens,26/Q1,Multi-Family Dwelling,Residential,"$570,320",,,1,,"$570,320",,,
1300,Edgemere,Queens,25/Q2,Multi-Family Dwelling,Residential,"$2,110,000",,,2,,"$2,110,000",,,
1301,Edgemere,Queens,25/Q2,Single-Family Home,Residential,"$469,062",,,1,,"$469,062",,,
1302,Edgemere,Queens,25/Q3,Condo,Residential,"$874,000",,,2,,"$874,000",,,
1303,Edgemere,Queens,25/Q3,Multi-Family Dwelling,Residential,"$2,843,150",,,3,,"$2,843,150",,,
1304,Edgemere,Queens,25/Q3,Single-Family Home,Residential,"$1,498,500",,,2,,"$1,498,500",,,
1305,Edgemere,Queens,24/Q4,Multi-Family Dwelling,Residential,"$1,108,000",,,1,,"$1,108,000",,,
1306,Edgemere,Queens,25/Q4,Condo,Residential,"$749,000",,,1,,"$749,000",,,
1307,Edgemere,Queens,25/Q4,Multi-Family Dwelling,Residential,"$3,365,000",,,4,,"$3,365,000",,,
1308,Edgemere,Queens,25/Q4,Single-Family Home,Residential,"$825,000",,,1,,"$825,000",,,
1309,Egbertville,Staten Island,25/Q1,Multi-Family Dwelling,Residential,"$2,706,353",,,4,,"$2,706,353",,,
1310,Egbertville,Staten Island,25/Q1,Single-Family Home,Residential,"$1,100,000",,,1,,"$1,100,000",,,
1311,Egbertville,Staten Island,25/Q2,Single-Family Home,Residential,"$1,530,000",,,2,,"$1,530,000",,,
1312,Egbertville,Staten Island,25/Q3,Multi-Family Dwelling,Residential,"$4,978,502","$924,000","$995,700",5,,"$4,978,502","$995,700","$924,000",
1313,Egbertville,Staten Island,25/Q3,Single-Family Home,Residential,"$1,200,000",,,1,,"$1,200,000",,,
1314,Egbertville,Staten Island,24/Q4,Multi-Family Dwelling,Residential,"$2,228,360",,,2,,"$2,228,360",,,
1315,Egbertville,Staten Island,25/Q4,Multi-Family Dwelling,Residential,"$1,732,813",,,2,,"$1,732,813",,,
1316,Egbertville,Staten Island,25/Q4,Single-Family Home,Residential,"$1,963,039",,,2,,"$1,963,039",,,
1317,Elm Park,Staten Island,25/Q1,Multi-Family Dwelling,Residential,"$3,927,901","$660,570","$654,650",6,,"$3,927,901","$654,650","$660,570",
1318,Elm Park,Staten Island,25/Q1,Single-Family Home,Residential,"$555,000",,,1,,"$555,000",,,
1319,Elm Park,Staten Island,26/Q1,Multi-Family Dwelling,Residential,"$450,000",,,1,,"$450,000",,,
1320,Elm Park,Staten Island,25/Q2,Multi-Family Dwelling,Residential,"$2,177,585",,,4,,"$2,177,585",,,
1321,Elm Park,Staten Island,25/Q3,Multi-Family Dwelling,Residential,"$2,216,376",,,4,,"$2,216,376",,,
1322,Elm Park,Staten Island,25/Q3,Single-Family Home,Residential,"$1,138,000",,,2,,"$1,138,000",,,
1323,Elm Park,Staten Island,24/Q4,Multi-Family Dwelling,Residential,"$1,510,000",,,3,,"$1,510,000",,,
1324,Elm Park,Staten Island,24/Q4,Single-Family Home,Residential,"$575,000",,,1,,"$575,000",,,
1325,Elm Park,Staten Island,25/Q4,Multi-Family Dwelling,Residential,"$3,260,500","$670,000","$652,100",5,,"$3,260,500","$652,100","$670,000",
1326,Elm Park,Staten Island,25/Q4,Single-Family Home,Residential,"$348,000",,,1,,"$348,000",,,
1327,Elmhurst,Queens,25/Q1,Co-op,Residential,"$9,949,388","$351,277","$382,669",26,,"$9,949,388","$382,669","$351,277",
1328,Elmhurst,Queens,25/Q1,Condo,Residential,"$16,754,367","$546,168","$540,463",31,,"$16,754,367","$540,463","$546,168",
1329,Elmhurst,Queens,25/Q1,Multi-Family Dwelling,Residential,"$35,707,760","$1,117,500","$1,115,867",32,,"$35,707,760","$1,115,867","$1,117,500",
1330,Elmhurst,Queens,25/Q1,Single-Family Home,Residential,"$14,388,000","$884,500","$899,250",16,,"$14,388,000","$899,250","$884,500",
1331,Elmhurst,Queens,26/Q1,Co-op,Residential,"$10,387,408","$345,000","$384,719",27,,"$10,387,408","$384,719","$345,000",
1332,Elmhurst,Queens,26/Q1,Condo,Residential,"$11,691,404","$496,860","$508,322",23,,"$11,691,404","$508,322","$496,860",
1333,Elmhurst,Queens,26/Q1,Multi-Family Dwelling,Residential,"$43,741,776","$1,237,500","$1,286,523",34,,"$43,741,776","$1,286,523","$1,237,500",
1334,Elmhurst,Queens,26/Q1,Single-Family Home,Residential,"$8,028,000","$805,000","$802,800",10,,"$8,028,000","$802,800","$805,000",
1335,Elmhurst,Queens,25/Q2,Co-op,Residential,"$12,160,539","$336,667","$357,663",34,,"$12,160,539","$357,663","$336,667",
1336,Elmhurst,Queens,25/Q2,Condo,Residential,"$24,955,598","$509,125","$530,970",47,,"$24,955,598","$530,970","$509,125",
1337,Elmhurst,Queens,25/Q2,Multi-Family Dwelling,Residential,"$50,205,990","$1,230,000","$1,195,381",42,,"$50,205,990","$1,195,381","$1,230,000",
1338,Elmhurst,Queens,25/Q2,Single-Family Home,Residential,"$17,248,600","$850,000","$821,362",21,,"$17,248,600","$821,362","$850,000",
1339,Elmhurst,Queens,23/Q3,Multi-Family Dwelling,Residential,"$499,999",,,1,,"$499,999",,,
1340,Elmhurst,Queens,25/Q3,Co-op,Residential,"$10,596,916","$330,000","$365,411",29,,"$10,596,916","$365,411","$330,000",
1341,Elmhurst,Queens,25/Q3,Condo,Residential,"$17,949,002","$529,654","$527,912",34,,"$17,949,002","$527,912","$529,654",
1342,Elmhurst,Queens,25/Q3,Multi-Family Dwelling,Residential,"$50,802,892","$1,180,000","$1,181,463",43,,"$50,802,892","$1,181,463","$1,180,000",
1343,Elmhurst,Queens,25/Q3,Single-Family Home,Residential,"$16,145,650","$894,000","$896,981",18,,"$16,145,650","$896,981","$894,000",
1344,Elmhurst,Queens,24/Q4,Co-op,Residential,"$882,000",,,3,,"$882,000",,,
1345,Elmhurst,Queens,24/Q4,Condo,Residential,"$3,416,748","$522,971","$569,458",6,,"$3,416,748","$569,458","$522,971",
1346,Elmhurst,Queens,24/Q4,Multi-Family Dwelling,Residential,"$5,990,000","$965,000","$998,333",6,,"$5,990,000","$998,333","$965,000",
1347,Elmhurst,Queens,24/Q4,Single-Family Home,Residential,"$2,966,500",,,4,,"$2,966,500",,,
1348,Elmhurst,Queens,25/Q4,Co-op,Residential,"$8,265,584","$327,500","$375,708",22,,"$8,265,584","$375,708","$327,500",
1349,Elmhurst,Queens,25/Q4,Condo,Residential,"$18,863,054","$616,041","$608,486",31,,"$18,863,054","$608,486","$616,041",
1350,Elmhurst,Queens,25/Q4,Multi-Family Dwelling,Residential,"$50,267,499","$1,105,000","$1,196,845",42,,"$50,267,499","$1,196,845","$1,105,000",
1351,Elmhurst,Queens,25/Q4,Single-Family Home,Residential,"$21,341,105","$967,500","$970,050",22,,"$21,341,105","$970,050","$967,500",
1352,Eltingville,Staten Island,25/Q1,Condo,Residential,"$630,000",,,2,,"$630,000",,,
1353,Eltingville,Staten Island,25/Q1,Multi-Family Dwelling,Residential,"$28,946,216","$725,000","$723,655",40,,"$28,946,216","$723,655","$725,000",
1354,Eltingville,Staten Island,25/Q1,Single-Family Home,Residential,"$9,187,999","$725,000","$706,769",13,,"$9,187,999","$706,769","$725,000",
1355,Eltingville,Staten Island,26/Q1,Condo,Residential,"$915,000",,,2,,"$915,000",,,
1356,Eltingville,Staten Island,26/Q1,Multi-Family Dwelling,Residential,"$20,702,839","$830,000","$900,123",23,,"$20,702,839","$900,123","$830,000",
1357,Eltingville,Staten Island,26/Q1,Single-Family Home,Residential,"$4,895,000","$660,000","$699,286",7,,"$4,895,000","$699,286","$660,000",
1358,Eltingville,Staten Island,24/Q2,Single-Family Home,Residential,"$680,000",,,1,,"$680,000",,,
1359,Eltingville,Staten Island,25/Q2,Condo,Residential,"$1,296,000",,,4,,"$1,296,000",,,
1360,Eltingville,Staten Island,25/Q2,Multi-Family Dwelling,Residential,"$26,612,725","$835,000","$831,648",32,,"$26,612,725","$831,648","$835,000",
1361,Eltingville,Staten Island,25/Q2,Single-Family Home,Residential,"$10,583,500","$777,500","$755,964",14,,"$10,583,500","$755,964","$777,500",
1362,Eltingville,Staten Island,25/Q3,Condo,Residential,"$2,070,000","$370,000","$414,000",5,,"$2,070,000","$414,000","$370,000",
1363,Eltingville,Staten Island,25/Q3,Multi-Family Dwelling,Residential,"$41,681,602","$800,000","$817,286",51,,"$41,681,602","$817,286","$800,000",
1364,Eltingville,Staten Island,25/Q3,Single-Family Home,Residential,"$14,002,200","$707,500","$700,110",20,,"$14,002,200","$700,110","$707,500",
1365,Eltingville,Staten Island,24/Q4,Condo,Residential,"$580,000",,,2,,"$580,000",,,
1366,Eltingville,Staten Island,24/Q4,Multi-Family Dwelling,Residential,"$15,420,588","$747,500","$771,029",20,,"$15,420,588","$771,029","$747,500",
1367,Eltingville,Staten Island,24/Q4,Single-Family Home,Residential,"$4,482,000","$685,000","$640,286",7,,"$4,482,000","$640,286","$685,000",
1368,Eltingville,Staten Island,25/Q4,Condo,Residential,"$275,000",,,1,,"$275,000",,,
1369,Eltingville,Staten Island,25/Q4,Multi-Family Dwelling,Residential,"$34,652,374","$865,000","$888,522",39,,"$34,652,374","$888,522","$865,000",
1370,Eltingville,Staten Island,25/Q4,Single-Family Home,Residential,"$16,632,666","$769,000","$792,032",21,,"$16,632,666","$792,032","$769,000",
1371,Emerson Hill,Staten Island,25/Q1,Condo,Residential,"$4,278,000","$689,000","$713,000",6,,"$4,278,000","$713,000","$689,000",
1372,Emerson Hill,Staten Island,25/Q1,Multi-Family Dwelling,Residential,"$7,187,900","$825,000","$1,026,843",7,,"$7,187,900","$1,026,843","$825,000",
1373,Emerson Hill,Staten Island,25/Q1,Single-Family Home,Residential,"$1,552,500",,,2,,"$1,552,500",,,
1374,Emerson Hill,Staten Island,26/Q1,Condo,Residential,"$695,000",,,1,,"$695,000",,,
1375,Emerson Hill,Staten Island,26/Q1,Multi-Family Dwelling,Residential,"$1,883,229",,,2,,"$1,883,229",,,
1376,Emerson Hill,Staten Island,26/Q1,Single-Family Home,Residential,"$2,240,000",,,2,,"$2,240,000",,,
1377,Emerson Hill,Staten Island,24/Q2,Multi-Family Dwelling,Residential,"$500,000",,,1,,"$500,000",,,
1378,Emerson Hill,Staten Island,25/Q2,Condo,Residential,"$2,505,000",,,4,,"$2,505,000",,,
1379,Emerson Hill,Staten Island,25/Q2,Multi-Family Dwelling,Residential,"$7,890,000","$1,350,000","$1,315,000",6,,"$7,890,000","$1,315,000","$1,350,000",
1380,Emerson Hill,Staten Island,25/Q2,Single-Family Home,Residential,"$6,955,000","$1,100,000","$1,159,167",6,,"$6,955,000","$1,159,167","$1,100,000",
1381,Emerson Hill,Staten Island,24/Q3,Multi-Family Dwelling,Residential,"$554,705",,,1,,"$554,705",,,
1382,Emerson Hill,Staten Island,25/Q3,Condo,Residential,"$2,952,000",,,4,,"$2,952,000",,,
1383,Emerson Hill,Staten Island,25/Q3,Multi-Family Dwelling,Residential,"$11,871,500","$907,500","$1,187,150",10,,"$11,871,500","$1,187,150","$907,500",
1384,Emerson Hill,Staten Island,25/Q3,Single-Family Home,Residential,"$4,334,500","$748,000","$866,900",5,,"$4,334,500","$866,900","$748,000",
1385,Emerson Hill,Staten Island,24/Q4,Condo,Residential,"$1,225,000",,,2,,"$1,225,000",,,
1386,Emerson Hill,Staten Island,24/Q4,Multi-Family Dwelling,Residential,"$2,443,000",,,3,,"$2,443,000",,,
1387,Emerson Hill,Staten Island,24/Q4,Single-Family Home,Residential,"$850,000",,,1,,"$850,000",,,
1388,Emerson Hill,Staten Island,25/Q4,Condo,Residential,"$1,325,000",,,2,,"$1,325,000",,,
1389,Emerson Hill,Staten Island,25/Q4,Multi-Family Dwelling,Residential,"$3,388,348",,,4,,"$3,388,348",,,
1390,Emerson Hill,Staten Island,25/Q4,Single-Family Home,Residential,"$2,944,000",,,3,,"$2,944,000",,,
1391,Far Rockaway,Queens,25/Q1,Multi-Family Dwelling,Residential,"$13,566,177","$702,593","$798,010",17,,"$13,566,177","$798,010","$702,593",
1392,Far Rockaway,Queens,25/Q1,Single-Family Home,Residential,"$6,816,000","$758,000","$973,714",7,,"$6,816,000","$973,714","$758,000",
1393,Far Rockaway,Queens,26/Q1,Co-op,Residential,"$325,000",,,1,,"$325,000",,,
1394,Far Rockaway,Queens,26/Q1,Condo,Residential,"$530,000",,,1,,"$530,000",,,
1395,Far Rockaway,Queens,26/Q1,Multi-Family Dwelling,Residential,"$13,063,880","$1,037,500","$933,134",14,,"$13,063,880","$933,134","$1,037,500",
1396,Far Rockaway,Queens,26/Q1,Single-Family Home,Residential,"$14,952,500","$1,787,500","$1,495,250",10,,"$14,952,500","$1,495,250","$1,787,500",
1397,Far Rockaway,Queens,25/Q2,Co-op,Residential,"$710,000",,,2,,"$710,000",,,
1398,Far Rockaway,Queens,25/Q2,Condo,Residential,"$545,900",,,1,,"$545,900",,,
1399,Far Rockaway,Queens,25/Q2,Multi-Family Dwelling,Residential,"$13,731,035","$875,000","$915,402",15,,"$13,731,035","$915,402","$875,000",
1400,Far Rockaway,Queens,25/Q2,Single-Family Home,Residential,"$2,790,241","$392,150","$465,040",6,,"$2,790,241","$465,040","$392,150",
1401,Far Rockaway,Queens,24/Q3,Co-op,Residential,"$452,000",,,1,,"$452,000",,,
1402,Far Rockaway,Queens,24/Q3,Single-Family Home,Residential,"$680,098",,,1,,"$680,098",,,
1403,Far Rockaway,Queens,25/Q3,Co-op,Residential,"$600,000",,,2,,"$600,000",,,
1404,Far Rockaway,Queens,25/Q3,Condo,Residential,"$1,783,853",,,3,,"$1,783,853",,,
1405,Far Rockaway,Queens,25/Q3,Multi-Family Dwelling,Residential,"$21,451,145","$900,000","$932,658",23,,"$21,451,145","$932,658","$900,000",
1406,Far Rockaway,Queens,25/Q3,Single-Family Home,Residential,"$8,413,600","$542,500","$701,133",12,,"$8,413,600","$701,133","$542,500",
1407,Far Rockaway,Queens,24/Q4,Multi-Family Dwelling,Residential,"$2,570,000",,,3,,"$2,570,000",,,
1408,Far Rockaway,Queens,24/Q4,Single-Family Home,Residential,"$1,573,000",,,3,,"$1,573,000",,,
1409,Far Rockaway,Queens,25/Q4,Co-op,Residential,"$455,000",,,1,,"$455,000",,,
1410,Far Rockaway,Queens,25/Q4,Condo,Residential,"$1,250,000",,,2,,"$1,250,000",,,
1411,Far Rockaway,Queens,25/Q4,Multi-Family Dwelling,Residential,"$18,528,833","$862,500","$926,442",20,,"$18,528,833","$926,442","$862,500",
1412,Far Rockaway,Queens,25/Q4,Single-Family Home,Residential,"$13,516,989","$680,000","$901,133",15,,"$13,516,989","$901,133","$680,000",
1413,Fieldston,Bronx,24/Q1,Single-Family Home,Residential,"$2,425,000",,,1,,"$2,425,000",,,
1414,Fieldston,Bronx,25/Q1,Co-op,Residential,"$1,331,000",,,4,,"$1,331,000",,,
1415,Fieldston,Bronx,25/Q1,Condo,Residential,"$2,574,600","$489,600","$514,920",5,,"$2,574,600","$514,920","$489,600",
1416,Fieldston,Bronx,25/Q1,Multi-Family Dwelling,Residential,"$600,000",,,1,,"$600,000",,,
1417,Fieldston,Bronx,25/Q1,Single-Family Home,Residential,"$11,850,000",,,3,,"$11,850,000",,,
1418,Fieldston,Bronx,26/Q1,Co-op,Residential,"$988,000",,,3,,"$988,000",,,
1419,Fieldston,Bronx,26/Q1,Condo,Residential,"$600,000",,,1,,"$600,000",,,
1420,Fieldston,Bronx,26/Q1,Multi-Family Dwelling,Residential,"$1,140,000",,,1,,"$1,140,000",,,
1421,Fieldston,Bronx,26/Q1,Single-Family Home,Residential,"$1,900,000",,,1,,"$1,900,000",,,
1422,Fieldston,Bronx,25/Q2,Co-op,Residential,"$1,228,000",,,4,,"$1,228,000",,,
1423,Fieldston,Bronx,25/Q2,Multi-Family Dwelling,Residential,"$2,800,000",,,1,,"$2,800,000",,,
1424,Fieldston,Bronx,25/Q2,Single-Family Home,Residential,"$1,975,000",,,1,,"$1,975,000",,,
1425,Fieldston,Bronx,26/Q2,Co-op,Residential,"$319,000",,,1,,"$319,000",,,
1426,Fieldston,Bronx,25/Q3,Co-op,Residential,"$2,024,026","$275,000","$289,147",7,,"$2,024,026","$289,147","$275,000",
1427,Fieldston,Bronx,25/Q3,Condo,Residential,"$525,000",,,1,,"$525,000",,,
1428,Fieldston,Bronx,25/Q3,Single-Family Home,Residential,"$8,303,838",,,4,,"$8,303,838",,,
1429,Fieldston,Bronx,24/Q4,Single-Family Home,Residential,"$2,900,000",,,2,,"$2,900,000",,,
1430,Fieldston,Bronx,25/Q4,Co-op,Residential,"$535,000",,,2,,"$535,000",,,
1431,Fieldston,Bronx,25/Q4,Condo,Residential,"$2,369,485",,,4,,"$2,369,485",,,
1432,Fieldston,Bronx,25/Q4,Single-Family Home,Residential,"$5,175,000",,,3,,"$5,175,000",,,
1433,Fifth Mad,Manhattan,25/Q1,Condo,Residential,"$7,073,000",,,3,,"$7,073,000",,,
1434,Fifth Mad,Manhattan,26/Q1,Condo,Residential,"$1,045,000",,,1,,"$1,045,000",,,
1435,Fifth Mad,Manhattan,25/Q2,Condo,Residential,"$9,430,000",,,4,,"$9,430,000",,,
1436,Fifth Mad,Manhattan,25/Q3,Condo,Residential,"$9,870,000",,,4,,"$9,870,000",,,
1437,Fifth Mad,Manhattan,25/Q4,Condo,Residential,"$7,000,000",,,2,,"$7,000,000",,,
1438,Financial District,Manhattan,25/Q1,Co-op,Residential,"$12,725,000","$833,500","$1,060,417",12,4626.666666666667,"$12,725,000","$1,060,417","$833,500",
1439,Financial District,Manhattan,25/Q1,Condo,Residential,"$111,417,643","$1,062,500","$1,740,901",64,4626.666666666667,"$111,417,643","$1,740,901","$1,062,500",
1440,Financial District,Manhattan,26/Q1,Co-op,Residential,"$7,395,000","$627,500","$739,500",10,4848.0,"$7,395,000","$739,500","$627,500",
1441,Financial District,Manhattan,26/Q1,Condo,Residential,"$137,576,914","$1,550,000","$1,834,359",75,4848.0,"$137,576,914","$1,834,359","$1,550,000",
