CompanyName,TotalCost,CompanyName,RemSQFT
USA GREEN CONTRACTORS CO,467799.0,34,425.0
AG CONST LLC,466370.0,11,1000.0
Miller Development Group,466000.0,2,640.0
BROPHY ASSOCIATES INC/ DBA DIRECT DIGITAL CONCEPTS,466000.0,4,0.0
DATO ELECTRIC INC,465725.0,11,27740.0
DAVID A NICE BUILDERS INC.,465000.0,2,1882.0
Direct Builders Inc.,463842.0,17,4157.0
SEACOAST CONSTRUCTION INC,463703.0,4,6194.0
Istueta Roofing Corp,463688.0,4,0.0
GUIN DEVELOPMENT  INC. DBA J&E ROOFING AND CONSTRUCTION SERVICES INC,463500.0,3,1419.0
Consulting Fabricating Construction & Associates Inc.,462750.0,10,6258.0
Pinnacle A Roofing,462115.0,1,0.0
DOMUS CONSTRUCTION,462000.0,2,4200.0
BETA CALUM  LLC ,461263.0,6,4864.0
A & W BUILDERS & MANAGEMENT  CORP. ,461100.0,7,2400.0
UNITED HVAC SERVICES  INC,459500.0,1,1415.0
DOCTORS PLUMBING INC.,458900.0,35,15418.0
LOTSPEICH COMPANY  INC. ,458176.0,13,0.0
FIAT PLUMBING & GENERAL CONTRACTORS INC,458000.0,15,86080.0
SMART PLUMBING LLC,458000.0,16,9396.0
ROBBINS ELECTRICAL SERV.  INC,457800.0,3,51371.0
MERRICK INDUSTRIAL MANAGEMENT CORPORATION,456713.0,3,7500.0
Pro Cooling Inc.,455500.0,9,45565.0
TUTOR PERINI CORPORATION,455000.0,1,5200.0
ALL CONSTRUCTION RESOURCES  INC,454530.0,15,361.0
Contractors Services Unlimited Inc,454114.0,9,7342.0
SC Contractors LLC ,453876.0,12,4575.0
Ocean Kooling Service Inc,453050.0,12,7770.0
Danajo Industrial Group Inc.,452500.0,15,17425.0
Moes Electric Inc.,451912.0,11,10043.0
DADE ELECTRIC LLC,451875.2,38,5605.0
Stone Group Enterprises Inc,450581.0,13,2484.0
D2 CONSTRUCTION INC,450000.0,3,0.0
IBIS BUILDING CORPORATION,450000.0,1,3200.0
Forney Construction Florida LLC,450000.0,1,3736.0
Trand World Inc,449878.0,2,0.0
VISION CONTRACTORS INC,449184.0,2,15632.0
SAVAL DESIGNS CORP,449118.0,9,813.0
JAR ELECTRIC LLC.,448565.0,1,345800.0
Lakeview Construction of Wisconsin Inc.,448352.0,2,5123.0
Total Control Design LC,447800.0,7,0.0
AMF BUILD AND REHAB LLC,447450.0,11,1135.0
MAX MARINE AND FOUNDATION INC. ,447400.0,11,0.0
LDM CONSTRUCTION AND DEVELOPMENT LLC,446731.0,9,5314.0
SUCCESS ELECTRICAL CONTRACTOR INC,446500.0,7,5694.0
FENIX SUPPLY LLC /DBA GLOBAL BRICK CONTRACTOR,444250.0,15,300.0
DST SECURITY  LLC.(ein incorrect),444200.0,67,0.0
Phoenix Aluminum Products LLC,444048.0,8,846.0
DREAM OF FIELDS GROUP  INC,443275.0,9,2930.0
MARVI BUILDERS LLC,442551.0,5,5030.0
METRO ELECTRIC SERVICES AND CONSULTING INC,442236.0,31,55226.0
ADVANCED COMMERCIAL INTERIORS INC,441263.0,2,5043.0
UV FIRE PROTECTION SYSTEMS  INC ,441036.0,14,0.0
LEGNASYS TECHNOLOGY INC,440450.0,19,0.0
MORENO CONSTRUCTION & MANAGEMENT COMPANY,440210.0,6,22164.0
JOHN ROGERS INC,439363.0,3,4581.0
Dolphin Carpet and Tile,438839.0,56,1.0
Northwest Plumbing Inc,438800.0,31,23370.0
Creara Company,438779.0,9,3999.0
C.A.Z. CONSTRUCTION CORP ,438501.0,1,5000.0
PINNACLE CONSTRUCTION INC,437413.0,2,4999.0
Spazio Home Inc ,437238.0,7,3633.0
CORDES SERVICE CORP,437090.0,25,36760.0
ES & D Electric LLC,437000.0,14,2000.0
YOUNGQUIST BROTHERS INC,436550.0,8,6912.0
LUXE ELECTRIC INC,436262.0,14,218.0
KIEWIT INFRASTRUCTURE SOUTH CO. ,436076.0,6,0.0
Stellar Construction Management LLC,435854.0,7,1664.0
CM Freeman Company Inc.,435750.0,1,4980.0
SHOCK ELECTRIC SERVICE LLC,435475.0,10,15622.0
PMYY LEON CORPORATION INC ,435145.0,25,0.0
WIGINTON FIRE SYSTEMS,435129.0,29,0.0
G & R Doors and Windows LLC,435069.0,19,0.0
Klean Power Electric Inc,434175.0,33,9681.0
ACE AIR CONDITIONING  INC.,433956.0,2,3941.0
THE ULTIMATE ELECTRICIAN  CORP.,433300.0,15,19965.0
Roofing by Royale INC,433230.0,19,0.0
RESISTANT WINDOWS AND DOORS INC,432867.0,14,0.0
INSIDE CONSTRUCTION GROUP INC.,432661.0,14,3563.0
ACOUSTIC ARCHITECTS INC ,432564.0,16,0.0
SHARP GENERAL CONTRACTORS  INC,432236.0,1,494.0
ARAZOZA BROTHERS CORPORATION,432167.0,14,0.0
LIGHT SPEED ASSOCIATES LLC,431040.0,17,0.0
Lynch Construction LLC,430500.0,1,4920.0
HD SERVICE DIVISION  INC,430395.0,63,0.0
INNOVATE CONSTRUCTION GROUP  CORP.,430358.0,14,3775.0
A Galvez Construction & Consulting LLC,430000.0,6,3878.0
F & L Fire and Electrical System Inc.,429409.0,13,13904.0
Seaview Building Solutions,428987.0,4,0.0
FRANCAR ELECTRICAL CORPORATION,427844.2,16,3505.0
Jarosz Development Corporation,427624.0,2,3000.0
BISCAYNE RESTORATION INC,427035.0,6,3400.0
SHARK PLUMBING CONTRACTOR INC,427000.0,10,8306.0
NDB BUILDERS LLC ,427000.0,1,4880.0
CLEARWATER POOL & PATIO DBA ALL STAR POOLS INC,426400.0,15,0.0
ALL PHASE ELECTRIC CORP,426214.0,60,7557.0
National Concrete Preservation Inc.,426025.0,8,1002.0
GIV ENTERPRISES U.S.A.  INC.,426000.0,4,4801.0
South Florida Controls Inc,424588.0,18,0.0
Goro Construction Inc.,424400.0,31,4320.0
IQ CAULKING & WATERPOOFING INC.,424000.0,1,0.0
ONIX CONSTRUCTION GROUP  CORP,424000.0,9,7527.0
Grand Line Group Inc.,423746.0,9,4700.0
GENERATION ELECTRICAL SERVICES CORP,423479.0,14,5092.0
Built By Brian INC,422500.0,2,1400.0
Johnson Controls Security Solutions LLC,421842.0,27,0.0
INSPIRED TECHNOLOGIES INC DBA INSPIRED TECHNOLOGIES OF NORTH FLORIDA  INC.,421500.0,20,0.0
 GONZALEZ PLUMBING CORP,421500.0,10,9895.0
M C G ELECTRONICS INC ,421070.0,24,0.0
PC DESIGN &  CONSULTING INC D/B/A PC CONSTRUCTION MANAGEMENT GROUP,421021.0,22,2500.0
ROCK POWER PAVING INC,421000.0,9,50840.0
P.T.E. STRAND CO.  INC.,421000.0,2,0.0
360 Builders  LLC,420575.0,6,5787.0
SELECT GROUP CONTRACTOR  LLC,420194.0,6,350.0
IMPRECO CORP.,420056.0,17,1174.0
L.S. CURTIS INC,419153.0,28,17724.0
EDDY MARTINEZ PLUMBING SERVICES  INC,419000.0,10,38998.0
GLOBAL ELECTRIC SERVICES LLC.,418062.0,34,8934.0
KM SERVICES AND QUALITY CORP,417881.0,8,3133.0
Professional Equipment Corp.,417817.0,3,0.0
A to Z  GC  LLC DBA Practicool Air LLC,417390.0,34,4381.0
METROPOLITAN AIR CONDITIONING INC,417145.0,19,20508.0
Alliance Retail Construction Inc,417000.0,1,4758.0
METPLANET ELECTRICAL CONTRACTOR INC,415470.2,16,3497.0
BIA HOMES INC ,415300.0,7,0.0
NOVUM STRUCTURES LLC,415000.0,2,0.0
Corrys Tile Creations LLC,414750.0,30,340.0
Casanueva Development Corporation,414725.0,6,5695.0
AGUILA ELECTRIC SYSTEMS CORP,414600.2,21,1980.0
Dpaul Plumbing Inc.,414500.0,21,57842.0
FINETECH  INC.,414294.2,35,6322.0
ALPHA FOUNDATION SPECIALIST INC,413520.0,12,520.0
ROSMEL POOLS INC,413450.0,13,0.0
R.G. Fifer  Inc,413000.0,2,3130.0
CDP CONSTRUCTION LLC,412885.0,5,1.0
RIGHT WAY PLUMBING CO INC,412000.0,7,79068.0
SOBE CONTRUCTION CORP,411769.0,28,3078.0
PROFESSIONAL ROOFING SOLUTIONS INC,411600.0,1,0.0
POOLS BY G E CORP,411500.0,26,230.0
A.R. GLAZIER GLASS & ALUMINUM PRODUCTS CORP,410332.0,7,0.0
M. A. CONSTRUCTION GROUP  LLC,409995.0,4,140.0
UNIVERSE MECHANICAL AND AIR CONDITIONING INC,409985.0,3,0.0
Earth bound Construction Inc.,409963.0,11,5067.0
Ocean Coast Electrical Inc.,409700.0,20,2600.0
Storm Tight Windows Inc.,409149.0,24,1.0
BART REINES LUXURY HOMEBUILDER  INC./dba BART REINES CONSTRUCTION,408813.0,2,6333.0
PERMITS IN LITIGATION & DISPUTE (BUILDING OFFICIAL),407397.0,1,4165.0
Doral Construction Corporation,407300.0,1,0.0
Ubaldo Blanco GC Inc,407113.0,18,1.0
MIGUEL LOPEZ JR INC,406961.0,9,21491.0
PURSUIT BUILDERS LLC,406695.0,1,6761.0
Southwest Plumbing Services Inc.,404500.0,7,49358.0
CENTRAL FREEZING AIR CORP,404485.0,28,2516.0
Reece Builders East Coast Division ,404436.0,11,3.0
Qypsys LLC,403656.0,4,0.0
PREMIER GARAGE OF MIAMI FT LAUDERDALE LLC,401379.0,1,0.0
RPA Impact Products Inc,400000.0,2,0.0
PRECISE CONSTRUCTION INC,400000.0,1,1000.0
ACS BUILDS LLC,400000.0,1,0.0
WEAVER & WEAVER GENERAL CONTRACTORS  INC.,400000.0,1,5262.0
PRIETO DEVELOPMENT INC,400000.0,1,2640.0
Valiant Products Inc,399849.0,4,0.0
EMPIRE FIRE SAFETY LLC ,399700.0,14,0.0
COMMERCIAL CONTRACTORS INC,399550.0,1,8790.0
TCS Group Inc.,399332.0,9,0.0
ALLIED LIBERTY DEVELOPMENT CORP,398552.0,8,200.0
MRSE LLC dba ROTH SOUTHEAST,398474.8,4,5600.0
BOSK CONTRACTING LLC,398338.0,4,4405.0
DOZIER & DOZIER CONSTRUCTION INC,398260.0,1,0.0
EDDIE CONTRACTOR CORP.,397533.0,9,0.0
HIGH PERFORMANCE ELECTRIC CORPORATION,396537.0,10,15225.0
Grand Plumbing Corp,396500.0,9,45331.0
RENCO DEVELOPMENT INC,396000.0,6,2688.0
ONE STOP POOL PROS  INC,395789.0,4,0.0
HYB CONSTRUCTION LLC,393751.0,1,4500.0
CAPITAL GENERAL CONTRACTORS & DEVELOPERS INC,393500.0,5,9735.0
EF Design & Construction Inc,392700.0,48,5143.0
Erick Construction Inc,392560.0,11,0.0
Window man of South Florida  BTP LLC,392355.0,6,0.0
Deaco Builders LLC,392326.0,5,0.0
MORLIC ENGINEERING CORP,392215.0,9,0.0
DS Jordan Construction Inc.,391788.0,4,10392.0
SOBTEC CONSTRUCTION INC.,391750.0,19,1580.0
TRUST PLUMBING CORP,391500.0,11,41974.0
U R C Construction Corp,391490.0,7,100.0
Smart Contractors LLC,391101.0,10,2561.0
CLIMATE PROS LLC,390090.0,1,0.0
EDGEWATER CONSTRUCTION GROUP INC.,390000.0,5,0.0
SNAPP INDUSTRIES INC,389668.0,23,380.0
TOTAL POWER ELECTRIC INC,389552.6,4,1043.0
INTEGRATED FIRE & SECURITY SOLUTIONS,389010.0,11,0.0
CONSTRUCTION DNA CORP,388550.0,6,2957.0
RENES EQUIPMENT RENTAL MASTER PAVING ENGINEERING LLC,387250.0,12,8017.0
BROWN PLUMBING LLC,387100.0,15,20580.0
New Alliance Construction LLC,386251.0,11,3100.0
NP ELECTRIC CORP,386050.0,55,2798.0
ASCEND CONSTRUCTION LLC,385800.0,3,2868.0
MORACA BUILDERS INCORPORATED ,385750.0,3,0.0
Best Home Protection Windows And Doors Inc,385155.0,21,0.0
DIAMOND RENOVATION AND CONSTRUCTION INC,385000.0,3,6367.0
Blackstone Construction Corp,384625.0,6,4190.0
Arquigroup Construction & Development ,384500.0,1,4388.0
CAVOSSA MANAGEMENT INC,384238.0,2,4066.0
APEX AIR CONDITIONING CONTRACTORS,383000.0,16,6631.0
Double AA Electrical Corp,382853.8,19,15078.0
LAZEM DEVELOPMENT CORP,382771.0,15,2564.0
Bayshore Construction Group LLC,382264.0,7,3965.0
South Florida Caulking INC.,382130.0,3,0.0
DEFT BUILD LLC,381733.92,5,5499.0
AA MAGIC PLUMBING INC,381700.0,24,8914.0
CALULACO CONSTRUCTION INC,380917.0,21,0.0
United Communication Services  LLC,380320.0,12,0.0
REEF TROPICAL POOLS DBA CORAL REEF TROPICAL POOLS INC,380140.0,9,0.0
DYD CONSTRUCTION CORP,380011.0,19,8223.0
DODEC INC,380000.0,1,12945.0
P. ADRIAN CONSTRUCTION CORP,379752.0,6,350.0
Gryphon Construction Services LLC,379424.0,5,4572.0
K & L Electrcial Service Corp.,379206.0,18,23091.0
FL GREEN DEVELOPMENT LLC,378926.0,23,0.0
Metro RF Services  INC.,378600.0,15,0.0
MIKE CARTER CONSTRUCTION INC,378501.0,3,2825.0
Roque Electric General Service Corp,378500.0,2,3563.0
Chalex Cool Air of Miami Corp,378095.0,15,25562.0
Pinar Electric MD Inc.,378030.0,27,6342.0
Nimble Construction LLC,378000.0,4,2879.0
L.E.B.S. Electric  INC.,377900.0,5,16068.0
NAVA BROTHERS INVESTMENTS LLC,376251.0,4,0.0
OTC&D INC,376250.0,1,4300.0
XTreme A/C Services Inc.,376180.0,13,23659.0
United Construction Engineering Inc.,375900.0,20,250.0
Southern Fire Control Inc.,375308.0,12,0.0
Zymroz Energy LLC,375029.0,16,3160.0
Electric Link LLC,374740.0,24,5857.0
AMERICAN ROOFING SOLUTION dba CONSTRUCTION ON DEMAND,374077.0,31,1650.0
IVY Development Corporation,374000.0,3,1984.0
Centerline Plumbing inc,374000.0,9,27150.0
EXCEL GENERAL CONSTRUCTION INC,373251.0,8,11450.0
CITY FIRE INC,373155.0,53,0.0
MARTELL INC,372625.0,14,1852.0
ARTELC CORP,372400.0,7,0.0
Instant Power Electrical Contractor Inc.,372300.0,8,8414.0
ICON CONSTRUCTORS  INC,372226.0,1,4254.0
TRUST ELECTRIC CORP,371500.2,9,7421.0
Amaro landscape Associates Inc.,371025.0,15,0.0
BLUE LIGHTING ELECTRICAL SERVICES INC,370261.0,12,28130.0
ONATE  INC,370000.0,1,0.0
UTILITY MASTERS INC,369990.0,10,0.0
Dooley and Mack Constructors of Georgia Inc,369000.0,1,5262.0
Kinetik Industrial Group LLC,368250.0,6,10660.0
Unekual  Inc.,368000.0,18,925.0
R & J POWER ELECTRIC CORP,367950.0,23,1305.0
LifeSafety Management  Inc.,367736.0,19,0.0
EMPIRE PLUMBING COMPANY,367500.0,12,32731.0
Comfort Tech Air Conditioning Inc.,367275.0,6,13926.0
Entek Construction LLC.,367000.0,3,3258.0
G7 CONSTRUCTION SERVICES  INC. ,366500.0,4,3800.0
Hurricane Home Protection Inc.,366202.0,24,0.0
Solarium Energy,366100.0,8,12506.0
TROPICAL GLASS & CONSTRUCTION CO,365515.0,17,0.0
AMERIGLASS ENGINEERING INC,365334.0,18,0.0
DADE ELECTRIC SERVICE  INC.,365101.0,12,8507.0
ELECTRICAL MASTERS CONTRACTORS LLC,365035.0,10,7079.0
STEVE ROTHENBERG PLUMBING CORP,365000.0,1,27989.0
AMERICAN FIRE SPRINKLER SERVICES,364930.0,86,0.0
RAILCO INC,364880.0,8,0.0
CERTIFIED ROOFING SPECIALISTS  INC.,364308.0,2,0.0
SHAPEL GENERAL CONTRACTING  INC.,362922.0,1,5032.0
SUPERIOR STORM SOLUTIONS  INC,362143.0,16,0.0
CONTRACTING SPECIALIST  INC. SOUTH EAST,361000.0,1,0.0
Advanced Systems Inc,360895.0,8,0.0
TECTUM DEVELOP  LLC,360650.0,11,3970.0
DEDICATED SECURITY & SOUND LLC,360560.0,11,0.0
NASHBUILT INC,360000.0,1,4023.0
HMJC CORPORATION,359600.0,21,0.0
ALMUKHTAR DEVELOPERS INC,359516.0,11,2408.0
BAFCO ENGINEERING AND CONSTRUCTION LLC,359001.0,5,0.0
ART PLUMBING CONTRACTOR CORP,358000.0,12,16139.0
Powerline Electrical Contractors Inc.,357989.2,13,40892.0
FIOCCHI GROUP LLC,356800.0,9,0.0
Clearview Impact Systems,355517.0,13,0.0
SUNCOAST PLUMBING CONTRACTOR  LLC,355350.0,17,40230.0
HK Contractor Consulting Inc,355000.0,28,4326.0
DR ELECTRIC SERVICES CORP,354800.0,6,24047.0
B & B DOOR CO,354538.0,7,180.0
Carsan Electric Corp,353895.0,13,3446.0
ARTE KITCHEN & BATH DBA/P. SIMONS ENTERPRISES  INC.,353375.0,13,195.0
Kool Flow Inc.,353000.0,10,25188.0
Firescan Alarms Inc.,352570.0,32,0.0
IMPROVEMENT VALUE GROUP CORP,352000.0,2,2473.0
MAAFA Engineering Corp,351675.0,36,4310.0
P&B ELECTRICAL CORP,351037.0,34,290.0
ESTRADA HOME MAINTENANCE  INCdba/ Estrada Roofing,350990.0,11,0.0
TOP QUALITY ASPHALT  CONCRETE Y PAVERS LLC,350000.0,1,0.0
RINATO CONSTRUCTION LLC,350000.0,1,1820.0
RWE MANAGEMENT COMPANY DBA RWE DESIGN BUILD,350000.0,1,2221.0
+BELLA CONSTRUCTION GROUP INC,349300.0,1,3991.0
JAR Construction,349288.0,7,2489.0
Carvajal A/C Mechanical  Corp,348685.0,10,13834.0
ALL BRIGHT PLUMBING CORP,348600.0,9,13546.0
SIMAR CONSTRUCTION GROUP INC,348580.0,22,3357.0
Infrastructure Solutions Company LLC/dba  INFRASOL,348256.0,4,0.0
UNITED ELECTRIC CONTRACTORS INC,347800.0,8,8045.0
PATRIOT FIRE INC,347549.0,17,0.0
ADVANCED CONSTRUCTION & ENGINEERING INC,347500.0,4,0.0
YFM GROUP LLC,347500.0,5,2719.0
East Coast Construction Corp.,347307.0,6,3000.0
CONSTRUCTION UNLIMITED GROUP  INC.,346108.0,30,344.0
Alzate Construction,346050.0,16,1519.0
W.W. Gay Fire Protection Inc,345904.4,10,18774.0
GHG CONSTRUCTION SERVICES LLC,345626.0,5,5330.0
DMC Electrical LLC,345400.0,11,13328.0
M&N Construction LLC,344814.0,3,3475.0
Full Service Corp.,344560.0,8,907.0
SIGNATURE CONSTRUCTION GROUP  INC,343413.0,4,2339.0
DC CONSTRUCTION ASSOCIATES  INC. ,343392.0,8,436.0
REZONATE INDUSTRIES INC,343005.0,4,0.0
BGL PLUMBING CONTRACTORS LLC,343000.0,12,19243.0
Best Plumbing Services Co,343000.0,27,28312.0
Feeley Remodeling and Construction,342875.0,5,4855.0
ROA CONTRACTORS CORP,342835.96,6,0.0
COMPUTER SOLUTIONS OF MIDDLE GEORGIA  INC,342638.0,3,13182.0
ELICUET CONSTRUCTION CORP,342595.0,6,2799.0
DLM CONSTRUCTION INC,342556.0,13,3248.0
Fire Alarm Systems and Security Inc,342400.0,61,0.0
JLP ELECTRICAL SERVICES  INC. ,342025.0,16,13811.0
Copasetic Mechanical LLC ,341175.0,9,35716.0
Dimond Development Inc,341000.0,2,1450.0
Gold Coast Contractors Inc.,340300.0,11,2630.0
ALFAHOMES INVESTMENTS INC,339500.0,2,0.0
AIR Q INC,338980.5,18,29206.0
Flowtech Pool Piping Corp.,338300.0,30,0.0
Gulfstream Construction Group LLc,338102.0,8,720.0
4 Best Business Corp.,337812.0,8,0.0
Sammet Pools  Inc. ,337638.0,7,0.0
 CONTROLS SYSTEMS CONTRACTING  INC.,337600.0,9,0.0
904 Investments  LLC,337198.0,11,900.0
AIR SYSTEM SERVICE INC,336995.0,16,4475.0
MVP Electrical Service Corp,336301.0,20,9589.0
Moody Electric Inc.,336300.0,6,14812.0
M & Z COMPLETE CONSTRUCTION  INC. ,335907.0,12,4959.0
SUN WINDOWS & DOORS LLC,335594.0,1,0.0
CUSTOM TOWER LLC,335450.0,14,0.0
Design Management Contractors INC,335220.0,1,2323.0
KBRFL LLC,335000.0,2,434.0
STEADY BUILDERS GROUP  INC. ,335000.0,3,3197.0
Beach Contracting & Remodeling Inc.,335000.0,3,0.0
Magic Air AC Corp,334970.0,19,30808.0
AWNING WORKS  INC,334666.0,1,0.0
OMEGA ROOFING INC,334410.0,17,0.0
ML STAGING AND CONSTRUCTION LLC,333950.0,23,180.0
CHI ALARMS,333621.0,31,0.0
CANES CONTRACTORS INC,333500.0,16,1040.0
CAZACA CONSTRUCTION INC,332988.0,6,3365.0
LUXAPAVERS LLC DBA THE PATIO DISTRICT,332594.0,13,1118.0
Distinctive Homes,332420.0,10,2.0
C HORNE CONSTRUCTION COMPANY INC.,331976.0,1,0.0
MAXIMO ELECTRIC INC,331870.0,28,390.0
MEPIN DESIGN ENTERPRISES  CORP.,331750.0,5,3599.0
PROTECTIVE SHUTTERS MANUFACTURING COMPANY  LLC ,331130.0,32,0.0
ARQUIDEK 3 LLC,330872.0,3,8364.0
GEO GENERAL CONTRACTOR INC. ,330295.0,23,4190.0
Top Seal Services Corp,330000.0,7,0.0
Solidum Builders LLC,329250.0,2,8677.0
Florida Metro Construction Company Inc,328500.0,3,0.0
Best Garage Doors Inc.,328011.0,12,0.0
Scheer Construction Group LLC,327758.0,15,1404.0
IR Electric Services Inc,327500.0,10,16387.0
EU Electrical Contractor LLC,327465.6,12,11644.0
KINGS PLUMBING SERVICE INC.,326100.0,25,27629.0
Colonial Plumbing Contractors Corporation,326000.0,6,12550.0
 Tycoon Flow Control Corp,326000.0,7,5000.0
MONTALVO BUILDERS LLC,325738.0,7,1535.0
RSJ Flooring LLC dba RSJ Development Group,325700.0,16,920.0
Ross Brothers LLC,325500.0,2,3695.0
ALL PRO CONTRACTING GROUP INC DBA APC ENGINEERING ENTERPRISES INCORPORATED,325364.0,11,0.0
CALLEGARI CONSTRUCTION LLC,324944.0,6,4269.0
Horizon Fire Sprinklers,324850.0,27,0.0
General Impact Glass & Windows Corp,324666.0,12,0.0
SANTOS AC MECHANICAL CONTRACTORS LLC,324485.0,21,27029.0
PKI Specialty Refrigeration LLC,324022.0,17,0.0
F3 STUDIO INC,324000.0,3,0.0
JJ ELECTRIC OF DORAL LLC ,323666.0,22,13425.0
ABOVE & BEYOND DATACOM INC.,323546.0,9,0.0
Island Construction Group Inc.,323177.0,5,3188.0
VIRTUE CONSTRUCTION AND DESIGN LLC,322620.0,3,1750.0
Attaway Electric Inc.,322250.0,2,4500.0
MONACO CONSTRUCTION GROUP INC,321950.0,2,0.0
West Fourth Construction Group Inc,321876.0,7,3682.0
CAPITOL BUILDERS LLC,321600.0,2,3231.0
Ultra Structures Inc. ,321388.0,1,3673.0
PROTECH INTERNATIONAL SECURITY SYSTEMS  INC.,321366.0,12,0.0
THE BF GROUP LLC,320000.0,6,1603.0
CONSTRUCTA GROUP PROPERTY SERVICES INC.,319501.0,4,1750.0
FREEMAN MAGIC LLC,319500.0,17,0.0
Albuernes Electric Inc.,319094.0,11,12298.0
Chars Construction Group Corp,318466.0,20,3847.0
Azulia Plumbing Services LLC,318100.0,16,18177.0
PROPERTY MASTERS ,318033.0,8,1435.0
SUNSHINE HOME RENOVATION CORP.,318030.0,14,300.0
A B & K PLUMBING CORP,318027.0,11,25822.0
`INTERNATIONAL GENERAL CONTRACTORS,316885.0,14,0.0
Miami Power Electric & Lighting  LLC,316800.0,13,2930.0
Paletz Roofing and Inspections Inc.,316588.0,3,0.0
LINEAIRE CONSTRUCTION LLC,316300.0,6,2802.0
Igloo Air Conditioning Inc.,315750.0,10,180.0
DIAMOND CONTRACTORS INC,315500.0,3,2091.0
Casa Linda Contractors and Master Plumbing Inc ,315390.0,8,14554.0
DIXIE PLUMBING SERVICE  INC. ,315000.0,4,110946.0
EPS QUALITY PLUMBING  CORP,315000.0,4,3540.0
FLOODBARRIER  INC ,314399.0,10,0.0
Citywide Plumbing Inc,314025.0,7,207090.0
CABRERA AIR CONDITIONING INC,313500.0,9,8234.0
Park Plus Florida Inc.,312420.0,2,0.0
FLORIDA DEVELOPMENT AND CONSTRUCTION CORPORATION,311938.0,1,3565.0
BAIRES CONSTRUCTION CORP,311500.0,12,3300.0
HABER & SONS PLUMBING INC,311162.0,8,48673.0
SAFETY WEB  INC. ,311143.98,12,0.0
PREMIER CONSTRUCTION CONTRACTORS LLC ,311000.0,4,30.0
JUAN CARLOS GARRIDO INC,311000.0,4,475.0
ALPHA FIRE SPRINKLER CORP,310785.0,71,0.0
AJF Roofing Inc,310400.0,5,0.0
Structure Works Inc,309839.0,2,0.0
CEC Construction Corp,309701.0,4,3400.0
MUNWAY TECHNOLOGY INC,309555.0,17,0.0
Caballeiro Corp/ DBA GMP CONTRACTORS,308750.0,10,3475.0
E.V.G. CONSTRUCTION MGMT INC,308198.0,19,1038.0
United Fire Communication,307730.0,43,0.0
SPEEDY FIRE PROTECTION  INC.,307400.0,30,0.0
Mega Awning Inc.,306988.0,14,0.0
THE WINDOW GUYS OF FLORIDA  INC. ,306440.0,4,0.0
TI/CON BUILDING SYSTEM LLC,306427.0,3,160.0
E PLUS ENGINEERING AND CONSTRUCTION  LLC,306215.0,11,1400.0
DREAMLINE CONTRACTORS INC.,306144.0,6,3068.0
JAMES J. BROOKS  INC. ,306000.0,3,0.0
MUTCHNIK CONSTRUCTION GROUP  INC,306000.0,6,610.0
RICK SHIPMAN CONSTRUCTION  INC,305813.0,2,3495.0
TCS EMPIRE INC,305775.0,7,2004.0
M Romeros Roofing & Inspections Inc,305600.0,9,0.0
TINEZ CONSTRUCTION INC.,305451.0,5,1081.0
MODEL PLUMBING CONTRACTOR CORP,305225.0,18,31888.0
WISDOM ELECTRIC  INC. ,305180.0,10,18546.0
JOMED CONSTRUCTION CORP,305000.0,6,1150.0
BLUESITE CONSTRUCTION INC,304913.0,3,2995.0
KLIMA MECHANICAL CONTRACTORS,304700.0,6,37575.0
Dolche Inc,304500.0,13,21633.0
BARONE CONSTRUCTION INC.,304113.0,2,3572.0
MARS CONTRACTORS INC,304000.0,2,0.0
Golden Construction Enterprise Corp.,303975.0,4,2846.0
A Custom Electric Solution Inc.,303318.0,3,12114.0
PHG BUILDERS  LLC,303275.0,2,7500.0
V & V Plumbing INC,302450.0,22,20647.0
JD ELECTRICAL OF MIAMI CORP,301750.0,12,0.0
BUILDING PERFECTION INC.,301750.0,3,5482.0
CAINDEMO LLC,301500.0,5,1145.0
4418 GC LLC,301500.0,2,3167.0
PRO SOUND  INC. ,301489.0,2,0.0
Hystrength Construction Co.,301108.0,2,9262.0
DNA AIR CONDITIONING LLC ,300770.0,31,38837.0
DATAWATCH SYSTEMS INC,300530.0,20,0.0
Contec South Florida LLC,300239.0,6,3668.0
ROBERT ENGLER CONSTRUCTION COMPANY INC DBA CRYSTAL WATERSCAPES,300000.0,2,0.0
Embree Construction Group Inc,300000.0,1,1536.0
CFR Coastal Enterprises Inc.,300000.0,2,3200.0
ELECTRICCITY  CONTRACTOR INC,299805.2,18,8013.0
IGE CONSTRUCTION INC,299531.0,20,2207.0
Natal Air Conditioning USA LLC,299000.0,7,7537.0
L. Espinosa Inc DBA Aquatic Environment,298500.0,19,0.0
THE DIMA GROUP ELECTRIC AUTOMATION & DESIGN,298180.0,14,3235.0
GATOR POOLS & SPA CONSTRUCTION INC,298000.0,19,0.0
SEM POWER LLC/SOLAR ENERGY MANAGEMENT,298000.0,1,0.0
FOREVER POOLS & SPA INC.,297150.0,18,0.0
American Pipeline Construction LLC,296495.0,5,0.0
Jax Restoration Inc,296441.0,4,0.0
Crown Roofing & Waterproofing LLC,296343.0,2,0.0
ODISSEY ENTERPRISES INC.,296200.0,18,100.0
CBC 5 LLC dba Complete Building Compliance 5,295685.0,8,1100.0
MANNY & LOU PLUMBING CONTRACTORS  INC. ,295000.0,4,58348.0
A R M STRUCTURAL INC. ,295000.0,1,7450.0
SKY POOL CONSULTANT INC,295000.0,10,0.0
