,name,title,ID,permit_num,permit_type,review_type,app_start_date,issue_date,processing_time,street_num,street_dir,street_name,street_suffix,work_desc,building_fee_paid,zoning_fee_paid,other_fee_paid,subtotal_paid,building_fee_unpaid,zoning_fee_unpaid,other_fee_unpaid,subtotal_unpaid,building_fee_waived,zoning_fee_waived,other_fee_waived,total_fee,reported_cost,ward,full_address,app_year_start
159,ALESSANDRO PAUL,ARCHITECT,16547.29,100750298,PERMIT - NEW CONSTRUCTION,DIRECT DEVELOPER SERVICES,2018-09-21,09/24/2018,3.0,1038,W,FULTON MARKET,,***DIRECT DEVELOPER SERVICES*** NEW CONSTRUCTION OF A PROPOSED FIVE (5) STORY OFFICE BUILDING WITH 21 PARKING SPACES AND RETAIL ON THE GROUND FLOOR. BASEMENT AND 1ST FLOOR GARAGE LEVELS ARE TO BE TYPE 1A CONSTRUCTION; ALL OTHER FLOORS ARE TO BE TYPE 3A CONSTRUCTION.  ALL AS PER PLANS.,16547.29,1476.0,0.0,18023.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18023.29,5500000.0,27.0,,2018.0
160,BRININSTOOL DAVID LEE,ARCHITECT,287957.16,100816236,PERMIT - NEW CONSTRUCTION,DIRECT DEVELOPER SERVICES,2019-09-23,10/01/2019,8.0,369,W,GRAND,AVE,"FULL BUILDING PERMIT FOR PROPOSED 41-STORY RESIDENTIAL TOWER WITH 356 UNITS, 11,500 OF GROUND FLOOR RETAIL, 253 CAR PARKING AND 125 BIKE PARKING ON LEVELS 2-5 AND 6TH FLOOR AMENITIES.FOUNDATION / PARTIAL SUPERSTRUCTURE PERMIT # 100790062",287957.16,7830.0,165896.0,461683.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,461683.16,120000000.0,42.0,369 W GRAND AVE,2019.0
161,DUFRESNE JEAN,ARCHITECT,15183.45,100740889,PERMIT - NEW CONSTRUCTION,DIRECT DEVELOPER SERVICES,2018-09-19,09/27/2018,8.0,1553,N,WELLS,ST,"**DIRECT DEVELOPER SERVICES** FULL BUILDING PERMIT PHASE: NEW 23 RESIDENTIAL UNIT 6 STORY TYPE 1-C BUILDING WITH GROUND FLOOR RETAIL AND INTERIOR PARKING FOR 8 VEHICLES. SPRINKLERS LIMITED TO TRASH CHUTE. PROJECT IS A TRANSIT ORIENTED DEVELOPMENT. FOUNDATION PERMIT 100755536, REVISION TO FOUNDATION PERMIT 100767574, SUPERSTRUCTURE ONLY PERMIT 100767576. / 9-12-18 / DIST B3-5 / STAMP FOR 1553-55 N WELLS / CAL 112-18-S ; CAL 113-18-Z; CAL 114-18-Z GRANTED.",15183.45,6591.0,13459.0,35233.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35233.45,6000000.0,27.0,1553 N WELLS ST,2018.0
162,DUFRESNE JEAN,ARCHITECT,3000.0,100755536,PERMIT - NEW CONSTRUCTION,DIRECT DEVELOPER SERVICES,2018-05-29,06/11/2018,13.0,1553,N,WELLS,ST,"**DIRECT DEV SERVICES** SHALLOW FOUNDATIONS ONLY PERMIT FOR A PROPOSED 6-STORY 34,720 SF MIXED USE MERCANTILE AND 23 D.U RESIDENTIAL BUILDING OF TYPE1-C CONSTRUCTION WITH 8 PARKING SPACES. SPRINKLERS LIMITED TO TRASH CHUTE. PROJECT IS A TRANSIT ORIENTED DEVELOPMENT.",3000.0,75.0,0.0,3075.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3075.0,2000000.0,27.0,1553 N WELLS ST,2018.0
163,DUFRESNE JEAN,ARCHITECT,18681.5,100811091,PERMIT - NEW CONSTRUCTION,DIRECT DEVELOPER SERVICES,2019-06-27,06/27/2019,0.0,3401,N,SOUTHPORT,AVE,**DIRECT DEVELOPER SERVICES PROJECT** NEW CONSTRUCTION OF 4 STORY WITH BASEMENT (TYPE 3B CONSTRUCTION) 30 RESIDENTIAL UNIT  BUILDING WITH 1ST FLOOR COMMERCIAL USE AS PER PLANS.,18681.5,1149.0,0.0,19830.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19830.5,5000000.0,44.0,3401 N SOUTHPORT AVE,2019.0
164,TALTY JON P,ARCHITECT,300.0,100829893,PERMIT - NEW CONSTRUCTION,DIRECT DEVELOPER SERVICES,2022-04-19,04/19/2022,0.0,1100,W,RANDOLPH,ST,DIRECT DEVELOPER SERVICES: NEW CONSTRUCTION OF 3-STORY OFFICE/RETAIL BUILDING WITH BASEMENT STORAGE. RETAIL ON LEVELS 1 & 2. OFFICE ON LEVEL 3 AS PER PLANS. CONSULTANT REVIEWER: V3 COMPANIES,300.0,988.0,0.0,1288.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,1290.0,7000000.0,27.0,1100 W RANDOLPH ST,2022.0
165,WESTBROOK RAMONA,ARCHITECT,0.0,100822288,PERMIT - NEW CONSTRUCTION,DIRECT DEVELOPER SERVICES,2019-12-10,12/10/2019,0.0,1024,W,119TH,ST,"BC/CFD-PBC PROJECT NUMBER 07115- ERECT NEW 1 STORY PBC FIRE STATION BUILDING , EC 115 AS PER PLANS. **DIRECT DEVELOPER SERVICES**",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,928.0,0.0,1228.0,5000000.0,34.0,1024 W 119TH ST,2019.0
166,JOSLIN BARBARA,ARCHITECT,29526.73,100867095,PERMIT - NEW CONSTRUCTION,DIRECT DEVELOPER SERVICES,2020-04-27,04/27/2020,0.0,10500,S,WOODLAWN,AVE,"DIRECT DEVELOPER SERVICES PD#1167 ERECT A NEW 145,811 SQUARE FOOT WAREHOUSE DISTRIBUTION FACILITY.",29526.73,3959.0,0.0,33485.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33485.73,50000000.0,9.0,10500 S WOODLAWN AVE,2020.0
167,SORICH GEORGE S,ARCHITECT,4533.34,100922332,PERMIT - NEW CONSTRUCTION,DIRECT DEVELOPER SERVICES,2021-06-09,06/15/2021,6.0,808,N,WELLS,ST,"DIRECT DEVELOPER SERVICES* REVISION TO PERMIT 100848261 - REVISE THREE TYPE A UNITS TO BE FULLY ACCESSIBLE PRIOR TO OCCUPANCY, REVISE ACCESSIBLE UNIT MATRIX AND REVISE LAYOUT OF 1ST FLOOR CORRIDOR. CONSULTANT REVIEWER:V3 COMPANIES",4533.34,75.0,0.0,4608.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4608.34,50000.0,27.0,808 N WELLS ST,2021.0
168,SORICH GEORGE S,ARCHITECT,74163.06,100864734,PERMIT - NEW CONSTRUCTION,DIRECT DEVELOPER SERVICES,2020-04-02,07/14/2021,468.0,751,N,HUDSON,AVE,"**DIRECT DEVELOPER SERVICES** NEW 9 STORY (TYPE 1A), 134 UNIT BUILDING WITH GROUND FLOOR RETAIL AND PARTIAL BASEMENT AS PER PLANS. CONSULTANT REVIEWER: V3 COMPANIES",74163.06,3710.0,50393.0,128266.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128266.06,32000000.0,42.0,751 N HUDSON AVE,2020.0
169,KERWIN THOMAS PATRICK,ARCHITECT,222688.53,100957442,PERMIT - NEW CONSTRUCTION,DIRECT DEVELOPER SERVICES,2022-03-01,04/20/2022,50.0,160,N,MORGAN,ST,"(DIRECT DEVELOPER SERVICES / 2019 CBC)  NEW CONSTRUCTION OF 30-STORY RESIDENTIAL BUILDING (282 DWELLING UNITS) WITH RETAIL ON LEVELS 1 AND 2, PARKING ON LEVELS 2, 3 AND 4 (89 AUTO PARKING SPACES AND 153 BIKE PARKING SPACES) AS PER PLANS.  (CAISSON ONLY PERMIT# 100945950) CONSULTANT REVIEWER: V3 COMPANIES OF IL",222688.53,5728.0,43946.91,272363.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,272363.44,80100000.0,27.0,160 N MORGAN ST,2022.0
170,KERWIN THOMAS PATRICK,ARCHITECT,7951.23,100915384,PERMIT - NEW CONSTRUCTION,DIRECT DEVELOPER SERVICES,2021-11-01,11/01/2021,0.0,6008,N,CALIFORNIA,AVE,"DDS 2019 CBC: NEW CONSTRUCTION OF A THREE (3) STORY PLUS BASEMENT OFFICE BUILDING / COMMUNITY CENTER ON EXISTING BUILDING FOUNDATIONS TO INCLUDE AT GRADE PARKING LOT AND ASSOCIATED SITE WORK, AS PER PLANS. CONSULTANT REVIEWER: GLOBETROTTERS ENGINEERING",7951.23,5823.0,0.0,13774.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13774.23,3800000.0,50.0,6008 N CALIFORNIA AVE,2021.0
171,WATERS ROBERT,ARCHITECT,302.0,100963459,PERMIT - NEW CONSTRUCTION,DIRECT DEVELOPER SERVICES,2022-04-15,04/21/2022,6.0,3300,E,122ND,ST,"DDS 2019 CBC: REVISION TO PERMIT 100892238 FOR LANDSCAPE MODIFICATIONS ONLY, AS PER PLANS  (OCCUPANCIES B, F-1, F-2, S-1 & S-2; CONSTRUCTION TYPE IIB)",302.0,75.0,0.0,377.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,377.0,1.0,10.0,3300 E 122ND ST,2022.0
172,BOOTH LAURENCE OGDEN,ARCHITECT,30226.13,100900621,PERMIT - NEW CONSTRUCTION,DIRECT DEVELOPER SERVICES,2021-07-06,07/19/2021,13.0,1135,W,WINONA,ST,"DDS 2019 CBC: SHALLOW FOUNDATIONS, PODIUM STRUCTURAL STEEL AND SLAB AND MASONRY CORES THROUGH ROOF FOR THE NEW CONSTRUCTION OF A 5-STORY RESIDENTIAL BUILDING WITH 64 APARTMENTS AND GROUND FLOOR RETAIL. (OCC. R-2, M; TYPE II-A) CONSULTANT REVIEWER: GLOBETROTTERS ENGINEERING",30226.13,812.0,0.0,31038.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31038.13,2750000.0,48.0,1135 W WINONA ST,2021.0
173,WILLIAMS TOD C,ARCHITECT,6000.0,100919207,PERMIT - NEW CONSTRUCTION,DIRECT DEVELOPER SERVICES,2021-06-25,07/19/2021,24.0,6011,S,STONY ISLAND,AVE,"DDS PRE 2019 CBC: CAISSON ONLY FOR PROPOSED 2 STORY FORUM (OCCUPANCY GROUP C1, E, F; TYPE 1B CONSTRUCTION). SCOPE TO INCLUDE TREE REMOVAL AND SITE CLEARING. (OCCUPANCY GROUP C1, E, F; TYPE 1B CONSTRUCTION) CONSULTANT REVIEWER: V3 COMPANIES",6000.0,1500.0,0.0,7500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7500.0,5000000.0,5.0,6011 S STONY ISLAND AVE,2021.0
174,WILLIAMS TOD C,ARCHITECT,6000.0,100919219,PERMIT - NEW CONSTRUCTION,DIRECT DEVELOPER SERVICES,2021-06-25,07/19/2021,24.0,6021,S,STONY ISLAND,AVE,"DDS PRE 2019 CBC: CAISSON ONLY VERTICAL PENETRATION FOR PROPOSED 2 STORY LIBRARY STRUCTURE AT JACKSON PARK FOR PRESIDENTIAL CENTER AS PER PLANS. SCOPE TO INCLUDE TREE REMOVAL AND SITE CLEARING. (OCCUPANCY GROUP C2, H2; TYPE 1A CONSTRUCTION) CONSULTANT REVIEWER: V3 COMPANIES",6000.0,1178.0,0.0,7178.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7178.0,5000000.0,5.0,6021 S STONY ISLAND AVE,2021.0
175,WILLIAMS TOD C,ARCHITECT,6000.0,100919226,PERMIT - NEW CONSTRUCTION,DIRECT DEVELOPER SERVICES,2021-06-25,07/19/2021,24.0,6101,S,STONY ISLAND,AVE,DDS PRE 2019 CBC: CAISSON ONLY FOR PROPOSED 1 STORY WITH LOWER LEVEL PARKING STRUCTURE AT JACKSON PARK FOR PRESIDENTIAL CENTER AS PER PLANS. SCOPE TO INCLUDE TREE REMOVAL AND SITE CLEARING. (OCCUPANCY GROUP J; TYPE 1A CONSTRUCTION),6000.0,2640.0,0.0,8640.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8640.0,5000000.0,5.0,6101 S STONY ISLAND AVE,2021.0
176,KENNEDY CHARLES S,ARCHITECT,135863.22,100849345,PERMIT - NEW CONSTRUCTION,DIRECT DEVELOPER SERVICES,2020-03-05,07/20/2021,502.0,410,S,WABASH,AVE,"(DIRECT DEVELOPER SERVICES)  NEW CONSTRUCTION OF A TWENTY-FIVE (25) STORY RESIDENTIAL APARTMENT BUILDING (344 UNITS) TO INCLUDE GROUND FLOOR RETAIL, PARKING ON LEVELS 2-3 (103 PARKING SPACES) AS PER PLANS.  (FOUNDATION & SUPERSTRUCTURE PERMIT# 100831465)",135863.22,11694.0,108708.0,256265.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,256265.22,56296000.0,4.0,410 S WABASH AVE,2020.0
177,STELTER DAVID B,ARCHITECT,296809.92,100926129,PERMIT - NEW CONSTRUCTION,DIRECT DEVELOPER SERVICES,2021-08-11,08/27/2021,16.0,164,N,PEORIA,ST,"**2018 CHICAGO BUILDING CODE** **DIRECT DEV SERVICES** FULL BUILDING PERMIT FOR THE NEW CONSTRUCTION OF A 300-UNIT APARTMENT BUILDING, GROUND FLOOR RETAIL AND PARKING PODIUM. FOUNDATIONS PERMIT UNDER 100869816.  THIRD PARTY CONSULTANT: GLOBETROTTERS ENGINEERING.",296809.92,7966.0,106525.0,411300.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,411300.92,112000000.0,27.0,164 N PEORIA ST,2021.0
178,BUEHLER JOSEPH,ARCHITECT,42653.24,100897871,PERMIT - NEW CONSTRUCTION,DIRECT DEVELOPER SERVICES,2021-05-11,07/21/2021,71.0,1841,N,LARAMIE,AVE,"*DIRECT DEVELOPER SERVICES* 2019 CBC: FOUNDATION PERMIT PHASE: FOUNDATION ONLY FOR 2 STORY COMMUNITY CENTER WITH ASSEMBLY (A-3) AND EDUCATIONAL (E-1) OCCUPANCY, TYPE IB AND ON-SITE PARKING AS PER PLANS.      CONSULTANT REVIEWER: V3 COMPANIES",42653.24,4059.0,0.0,46712.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46712.24,25000000.0,37.0,1841 N LARAMIE AVE,2021.0
179,BOOTH LAURENCE OGDEN,ARCHITECT,18992.25,100906143,PERMIT - NEW CONSTRUCTION,DIRECT DEVELOPER SERVICES,2021-04-14,11/01/2021,201.0,1135,W,WINONA,ST,"DDS 2019 CBC: NEW CONSTRUCTION OF A 5-STORY RESIDENTIAL BUILDING WITH 64 DWELLING UNITS (OCC. R-2, M; TYPE II-A). FOUNDATIONS AND PARTIAL SUPERSTRUCTURE PERMITTED UNDER 100900621. CONSULTANT REVIEWER: GLOBETROTTERS ENGINEERING",18992.25,1517.0,0.0,20509.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20509.25,11000000.0,48.0,1135 W WINONA ST,2021.0
180,BRININSTOOL DAVID LEE,ARCHITECT,29982.56,100917588,PERMIT - NEW CONSTRUCTION,DIRECT DEVELOPER SERVICES,2021-08-10,10/29/2021,80.0,513,S,DAMEN,AVE,"DDS 2019 CBC: FOUNDATIONS AND PARTIAL SUPERSTRUCTURE PERMIT THROUGH UNDERSIDE OF 4TH FLOOR DECK FOR THE NEW CONSTRUCTION OF A 22 STORY RESIDENTIAL BUILDING WITH 279 DWELLING UNITS AND 173 PARKING SPACES. CAISSONS ONLY PERMITTED UNDER 100921017. (OCC R-2, B, A-3, S-2; CONST TYPE 1-A) CONSULTANT REVIEWER: V3 COMPANIES",29982.56,2181.0,0.0,32163.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32163.56,4000000.0,28.0,513 S DAMEN AVE,2021.0
181,WILLIAMS TOD C,ARCHITECT,6000.0,100871083,PERMIT - NEW CONSTRUCTION,DIRECT DEVELOPER SERVICES,2021-01-19,07/26/2021,188.0,6001,S,STONY ISLAND,AVE,DIRECT DEVELOPER SERVICES: CAISSON ONLY VERTICAL PENETRATION FOR PROPOSED BUILDINGS AT JACKSON PARK FOR PRESIDENTIAL CENTER AS PER PLANS. SCOPE TO INCLUDE TREE REMOVAL AND SITE CLEARING. CONSULTANT REVIEWER: V3 COMPANIES OF ILLINOIS,6000.0,1099.8,0.0,7099.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7099.8,5000000.0,5.0,6001 S STONY ISLAND AVE,2021.0
182,HIRSCH HOWARD M,ARCHITECT,17074.8,100890019,PERMIT - NEW CONSTRUCTION,DIRECT DEVELOPER SERVICES,2021-05-19,07/26/2021,68.0,1118,W,PATTERSON,AVE,"***DIRECT DEVELOPER SERVICES*** CBC 2019; ERECT FOUR (4) STORY 18 DU RESIDENTIAL BUILDING WITH STAIR AND ELEVATOR LOBBY PENTHOUSE AT ROOF LEVEL; ROOF DECK WITH VERTICAL TRELLIS; 17-CAR ATTACHED GARAGE, 1 PARKING AND 1 LOADING ON SLAB; AND NINE (9) BICYCLE SPACES AS PER PLANS. CONSULTANT REVIEWER:GLOBETROTTERS ENGINEERING",17074.8,1012.0,8965.0,27051.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27051.8,12000000.0,44.0,1118 W PATTERSON AVE,2021.0
183,SULLIVAN MARK,ARCHITECT,22989.6,100954996,PERMIT - NEW CONSTRUCTION,DIRECT DEVELOPER SERVICES,2022-02-18,04/25/2022,66.0,6,N,CARPENTER,ST,"DDS 2019 CBC: NEW SUPERSTRUCTURE FOR A 6-STORY MIXED-USE COMMERCIAL & 13-UNIT MULTI-FAMILY RESIDENTIAL BUILDING W/ PARKING GARAGE (23 SPACES) TYPE II-A CONSTRUCTION FULLY SPRINKLERED. CONSULTANT REVIEWER: V3 COMPANIES.(OCCUPANCY M, R-2, S-2: CONSTRUCTION TYPE IIA)***FOUNDATION PERMIT ISSUED UNDER 100930087. CONSULTANT REVIEWER: V3 COMPANIES",22989.6,1382.0,13472.0,37843.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37843.6,1700000.0,25.0,6 N CARPENTER ST,2022.0
184,STELTER DAVID B,ARCHITECT,7018.65,100869816,PERMIT - NEW CONSTRUCTION,DIRECT DEVELOPER SERVICES,2021-01-08,07/29/2021,202.0,164,N,PEORIA,ST,***DIRECT DEV SERVICES*** 2018 CHICAGO BUILDING CODE ** FOUNDATIONS-ONLY PERMIT FOR THE NEW CONSTRUCTION OF A 300-UNIT APARTMENT BUILDING GROUND FLOOR RETAIL AND PARKING PODIUM. THIRD PARTY CONSULTANT: GLOBETROTTERS ENGINEERING,7018.65,75.0,0.0,7093.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7093.65,3000000.0,27.0,164 N PEORIA ST,2021.0
185,GIBSON GREGORY DAVID,ARCHITECT,25261.0,100908583,PERMIT - NEW CONSTRUCTION,DIRECT DEVELOPER SERVICES,2021-05-27,07/30/2021,64.0,4600,N,KENMORE,AVE,"DDS 2019 CBC: FULL BUILDING PERMIT PHASE FOR THE NEW CONSTRUCTION OF A 5-STORY RESIDENTIAL BUILDING WITH 62 APARTMENTS AND GROUND FLOOR RETAIL.(OCC. R-2, M; TYPE II-A) FOUNDATION PERMIT UNDER 100900619. CONSULTANT REVIEWER: GLOBETROTTERS ENGINEERING",25261.0,1514.0,19406.0,46181.0,7073.08,0.0,0.0,7073.08,0.0,0.0,0.0,53254.08,10000000.0,46.0,4600 N KENMORE AVE,2021.0
186,HAYMES DAVID A,ARCHITECT,227200.71,100855556,PERMIT - NEW CONSTRUCTION,DIRECT DEVELOPER SERVICES,2021-03-25,07/27/2021,124.0,354,N,UNION,AVE,(DIRECT DEVELOPER SERVICES)  NEW CONSTRUCTION OF A 32-STORY RESIDENTIAL APARTMENT BUILDING (373 UNITS) WITH PARKING ON BASEMENT - 2ND FLOOR (143 PARKING SPOTS) AS PER PLANS.  (FOUNDATION & PARTIAL SUPERSTRUCTURE PERMIT# 100844898) CONSULTANT REVIEWER: V3 COMPANIES,227200.71,6489.0,43308.0,276997.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,276997.71,99635000.0,42.0,354 N UNION AVE,2021.0
187,HIRSCH HOWARD M,ARCHITECT,17306.25,100922943,PERMIT - NEW CONSTRUCTION,DIRECT DEVELOPER SERVICES,2021-10-27,11/08/2021,12.0,801,W,BELMONT,AVE,*** DIRECT DEVELOPER SERVICES*** CBC 2019 - FOUNDATION ONLY FOR A PROPOSED TWO STORY RETAIL/COMMERCIAL BUILDING WITH 87 PARKING SPACES AS PER PLANS. CONSULTANT REVIEWER: GLOBETROTTERS ENGINEERING,17306.25,1981.0,0.0,19287.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19287.25,3000000.0,44.0,801 W BELMONT AVE,2021.0
188,BUEHLER JOSEPH,ARCHITECT,83783.15,100924382,PERMIT - NEW CONSTRUCTION,DIRECT DEVELOPER SERVICES,2021-07-26,08/05/2021,10.0,1841,N,LARAMIE,AVE,DIRECT DEVELOPER SERVICES-2019 CBC: NEW CONSTRUCTION FULL BUILDING: NEW 2-STORY COMMUNITY CENTER AS PER PLANS.CONSULTANT REVIEWER: V3 COMPANIES OF IL,83783.15,4024.0,0.0,87807.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87807.15,25000000.0,37.0,1841 N LARAMIE AVE,2021.0
189,BONE JEFFREY C,ARCHITECT,50320.0,100884329,PERMIT - NEW CONSTRUCTION,DIRECT DEVELOPER SERVICES,2022-04-26,04/26/2022,0.0,833,W,WILSON,AVE,"**DIRECT DEVELOPER SERVICES** 2019 CBC: new 6 story, 73  unit independent senior apartment building including a  44 space parking garage at ground level as per plans (occupancy type: R-2 and S-2 construction type: 2A CONSULTANT REVIEWER: GLOBETROTTERS ENGINEERING",50320.0,2255.0,0.0,52575.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52575.0,19736796.0,46.0,833 W WILSON AVE,2022.0
190,HAYMES DAVID A,ARCHITECT,75869.33,100939330,PERMIT - NEW CONSTRUCTION,DIRECT DEVELOPER SERVICES,2021-10-25,11/09/2021,15.0,4611,N,BROADWAY,,"DIRECT DEVELOPER SERVICES: 2019 CBC: PHASE 2 OF 2. NEW CONSTRUCTION OF A 9-STORY MIXED-USE RESIDENTIAL APARTMENT BUILDING WITH PARTIAL BASEMENT AND AT-GRADE PARKING - 200 TOTAL UNITS. FOUNDATION UNDER SEPARATE PERMIT 100906602 (CONSTRUCTION TYPE 1B; OCCUPANCY R-2, M). CONSULTANT REVIEWER: V3 COMPANIES OF IL",75869.33,4008.0,0.0,79877.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79877.33,43000000.0,46.0,,2021.0
191,SPLITT JONATHAN D,ARCHITECT,8679.7,100887164,PERMIT - NEW CONSTRUCTION,TRADITIONAL DEVELOPER SERVICES,2020-08-17,08/18/2020,1.0,4252,W,BELMONT,AVE,"NEW CONSTRUCTION - BUILDING 6 - 3-STORY WITH PENTHOUSE AND ROOF DECK TOWNHOME BUILDING WIHT SEVEN (7) RESIDENTAL UNITS, 14 GARAGE PARKING.  3B CONSTRUCTION, FULLY SPRINKLERED.",8679.7,780.0,2275.0,11734.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11734.7,16000000.0,30.0,4252 W BELMONT AVE,2020.0
192,SPLITT JONATHAN D,ARCHITECT,7816.65,100887166,PERMIT - NEW CONSTRUCTION,TRADITIONAL DEVELOPER SERVICES,2020-08-18,08/18/2020,0.0,4216,W,BELMONT,AVE,"NEW CONSTRUCTION - BUILDING 8 - 3-STORY WITH PENTHOUSE AND ROOF DECK TOWNHOME BUILDING WITH EIGHT (8) RESIDENTIAL UNITS, 14 GARAGE PARKING.  3B CONSTRUCTION, FULLY SPRINKLERED.",7816.65,727.0,2200.0,10743.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10743.65,1840000.0,30.0,4216 W BELMONT AVE,2020.0
193,GELDIS GEORGE,ARCHITECT,0.0,100931245,PERMIT - NEW CONSTRUCTION,TRADITIONAL DEVELOPER SERVICES,2021-07-15,07/15/2021,0.0,4443,W,CHICAGO,AVE,FULL BUILDING PERMIT FOR 6 STORY TRAINING CAMPUS BUILDING THAT INCLUDES A 9-STORY ADMINISTRATIVE SECTION AND ONE STORY SHOOTING RANGE.  INCLUDES 387 PARKING SPACES WITH ONE OFF STREET LOADING SPACE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84706.13,4470.0,0.0,89176.13,36500000.0,37.0,4443 W CHICAGO AVE,2021.0
194,STETSON JOHN C.,ARCHITECT,43525.62,100867048,PERMIT - NEW CONSTRUCTION,DIRECT DEVELOPER SERVICES,2020-11-09,11/09/2020,0.0,5440,N,SHERIDAN,RD,*DIRECT DEVELOPER SERVICES* PRIVATELY OWNED AND FUNDED NEW CONSTRUCTION OF A 5 STORY TYPE II-A APARTMENT BUILDING WITH 78 DWELLING UNITS INCLUDING SIMPLEX AND DUPLEX UNITS. BUILDING WILL INCLUDE 27 CAR PARKING SPACES AND 78 BIKE PARKING SPACES AND A ROOFTOP DECK. Zoning District B3-5. CONSULTANT REVIEWER: GLOBETROTTERS ENGINEERING,43525.62,9031.0,25601.0,78157.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78157.62,15000000.0,48.0,5440 N SHERIDAN RD,2020.0
195,RINGHAM BRYAN,ARCHITECT,121978.56,100686688,PERMIT - NEW CONSTRUCTION,DIRECT DEVELOPER SERVICES,2017-04-28,05/24/2017,26.0,13535,S,TORRENCE,AVE,***DIRECT DEVELOPER SERVICES*** NEW CONSTRUCTION OF A ONE STORY RAIL CAR PRODUCTION FACILITY WITH 2-STORY OFFICE AREA.,121978.56,6312.0,0.0,128290.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128290.56,40000000.0,10.0,13535 S TORRENCE AVE,2017.0
196,MC KINNEY MARK D,ARCHITECT,21579.48,100688266,PERMIT - NEW CONSTRUCTION,DIRECT DEVELOPER SERVICES,2017-10-10,07/02/2018,265.0,146,W,ERIE,ST,"DIR. DEV. SERVICES PERMIT FOR FOUNDATION THROUGH LEVEL 3 (PHASE1) WITH ENCLOSED PARKING FOR 53 SPACES (47 REQUIRED @ 1.5/D.U) AT 1ST -3RD FLOOR AND RETAIL SPACE OF 3,132 SQ.FT AT 1ST FLOOR LEVEL. FOR A  FOURTEEN (14) STORY RESIDENTIAL BUILDING WITH 31 RESIDENTIAL UNITS (4TH - 14TH FLOOR). THE RESIDENTIAL PART WILL BE SUBMITTED UNDER SEPARATE PERMIT (PHASE 11). CONSULTANT REVIEWER: PRIMERA ENGINEERING",21579.48,75.0,50.0,21704.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21704.48,4000000.0,42.0,146 W ERIE ST,2017.0
197,JOSLIN BARBARA,ARCHITECT,28586.0,100879144,PERMIT - NEW CONSTRUCTION,DIRECT DEVELOPER SERVICES,2020-10-19,10/19/2020,0.0,3523,S,ASHLAND,AVE,"*DIRECT DEVELOPER SERVICES* 2019 BUILDING CODE  PMD #8 NEW 1 STORY, IIIB CONSTRUCTION, 114,344 SF PACKAGE WAREHOUSE/DISTRIBUTION FACILITY AS PER PLANS. CONSULTANT REVIEWER: V3 COMPANIES",28586.0,75.0,0.0,28661.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28661.0,18582000.0,11.0,3523 S ASHLAND AVE,2020.0
