,Project Type,Project Name,Association Name,City,Zip,County,ID
2166,CONDOMINIUM,NIRVANA NO. ONE CONDOMINIUM ASSOCIATION,NIRVANA NO. ONE CONDOMINIUM ASSOCIATION,MIAMI,33138,MIAMI-DADE,224536
2167,CONDOMINIUM,PALM BAY TOWERS CONDO,PALM BAY TOWERS CONDO,MIAMI,33138,MIAMI-DADE,240860
2168,CONDOMINIUM,PALM BAY YACHT CLUB CONDOMINIUM ASSOCIATION,PALM BAY YACHT CLUB CONDOMINIUM ASSOCIATION,MIAMI,33138,MIAMI-DADE,206826
2169,CONDOMINIUM,RIVER VIEW CONDO,RIVER VIEW CONDO,MIAMI,33138,MIAMI-DADE,319869
2170,CONDOMINIUM,SOUTH SHORE CONDOMINIUM ASSOCIATION INC.,SOUTH SHORE CONDOMINIUM ASSOCIATION INC.,MIAMI,33138,MIAMI-DADE,278101
2171,CONDOMINIUM,STRUCTURAL INTEGRITY RESERVES STUDY REPORT,TOWERS OF QUAYSIDE #2 CONDOMINIUM ASSOCATION,MIAMI,33138,MIAMI-DADE,215624
2172,CONDOMINIUM,STRUCTURAL INTEGRITY RESERVES STUDY REPORT,TOWERS OF QUAYSIDE #2 CONDOMINIUM ASSOCATION,MIAMI,33138,MIAMI-DADE,216072
2173,CONDOMINIUM,THE BANK CONDO,THE BANK CONDOMINIUM ASSOCIATION,MIAMI,33138,MIAMI-DADE,286446
2174,CONDOMINIUM,THE CLIPPER CONDOMINIUM ASSOCIATION,THE CLIPPER CONDOMINIUM ASSOCIATION INC,MIAMI,33138,MIAMI-DADE,239945
2175,CONDOMINIUM,THE TOWERS OF QUAYSIDE TOWER 1 CONDOMINIUM ASSOC.,THE TOWERS OF QUAYSIDE TOWER 1 CONDOMINIUM ASSOC.,MIAMI,33138,BROWARD,223547
2176,CONDOMINIUM,TOWERS OF QUAYSIDE #4 CONDO,TOWERS OF QUAYSIDE #4 CONDO ASSN,MIAMI,33138,MIAMI-DADE,248098
2177,CONDOMINIUM,TUDOR HOUSE CONDOMINIUM,TUDOR HOUSE CONDOMINIUM ASSOCIATION,MIAMI,33138,MIAMI-DADE,297176
2178,CONDOMINIUM,BRYNWOOD CONDOMINIUM INC,BRYNWOOD CONDOMINIUM INC,MIAMI SHORES,33138,MIAMI-DADE,238980
2179,CONDOMINIUM,HARBOUR CLUB VILLAS,HARBOUR CLUB VILLAS CONDOMINIUM,MIAMI SHORES,33138,MIAMI-DADE,240626
2180,CONDOMINIUM,MILESTONE INSPECTION,GRAND CONCOURSE CONDOMINIUM ASSOCIATION,MIAMI SHORES,33138,MIAMI-DADE,268033
2181,CONDOMINIUM,SIRS,GRAND CONCOURSE CONDOMINIUM,MIAMI SHORES,33138,MIAMI-DADE,268030
2182,CONDOMINIUM,THE PRESERVE TOWNHOMES CONDOMINIUM ASSOCIATION,"THE PRESERVE TOWN HOMES CONDOMINIUM ASSOCIATION, INC.",MIAMI SHORES,33138,MIAMI-DADE,290552
2183,CONDOMINIUM,VENETIAN ISLE CONDOMINIUM,"VENETIAN ISLE CONDOMINIUM, INC",MIAMI,33139,MIAMI-DADE,249626
2184,CONDOMINIUM,"VENETIAN ISLE CONDOMINIUM, INC.","VENETIAN ISLE CONDOMINIUM, INC.",MIAMI,33139,MIAMI-DADE,240240
2185,CONDOMINIUM,"VENETIAN ISLE CONDOMINIUM, INC.","VENETIAN ISLE CONDOMINIUM, INC.",MIAMI,33139,MIAMI-DADE,240343
2186,COOPERATIVE,OCEAN TOWERS INC,OCEAN TOWERS INC,MIAMI BEACH,33139,MIAMI-DADE,251080
2187,COOPERATIVE,PEN-TEN CO-OP APTS INC,"PEN-TEN COOPERATIVE APTS., INC.",MIAMI BEACH,33139,MIAMI-DADE,231185
2188,COOPERATIVE,SHERBROOKE APTS. INC RESERVE STUDY,SHERBROOKE APTS. INC.,MIAMI BEACH,33139,MIAMI-DADE,292881
2189,COOPERATIVE,SHERBROOKE APTS. INC RESERVE STUDY,SHERBROOKE APTS. INC.,MIAMI BEACH,33139,MIAMI-DADE,292883
2190,COOPERATIVE,SHERBROOKE APTS. INC RESERVE STUDY,SHERBROOKE APTS. INC.,MIAMI BEACH,33139,MIAMI-DADE,292884
2191,CONDOMINIUM,3 ISLAND CONDOMINIUM ASSOCIATION INC.,3 ISLAND CONDOMINIUM ASSOCIATION INC.,MIAMI BEACH,33139,MIAMI-DADE,210402
2192,CONDOMINIUM,3 ISLAND CONDOMINIUM ASSOCIATION INC.,3 ISLAND CONDOMINIUM ASSOCIATION INC.,MIAMI BEACH,33139,MIAMI-DADE,222381
2193,CONDOMINIUM,321 OCEAN CONDOMINIUM,321 OCEAN CONDO,MIAMI BEACH,33139,MIAMI-DADE,221482
2194,CONDOMINIUM,344 MERIDIAN AVENUE CONDO,344 MERIDIAN AVENUE CONDO,MIAMI BEACH,33139,MIAMI-DADE,240880
2195,CONDOMINIUM,418 EUCLID AVENUE CONDO,"418 EUCLID  CONDOMINIUM ASSOCIATION, INC.",MIAMI BEACH,33139,MIAMI-DADE,286423
2196,CONDOMINIUM,625 ESPANOLA WAY,625 ESPANOLA WAY,MIAMI BEACH,33139,MIAMI-DADE,237734
2197,CONDOMINIUM,929 CONDO,929 CONDOMINIUM ASSOCIATION,MIAMI BEACH,33139,MIAMI-DADE,238407
2198,CONDOMINIUM,"1500 OCEAN DRIVE CONDOMINIUM ASSOCIATION, INC.","1500 OCEAN DRIVE CONDOMINIUM ASSOCIATION, INC.",MIAMI BEACH,33139,MIAMI-DADE,248849
2199,CONDOMINIUM,"1500 OCEAN DRIVE CONDOMINIUM ASSOCIATION, INC.","1500 OCEAN DRIVE CONDOMINIUM ASSOCIATION, INC.",MIAMI BEACH,33139,MIAMI-DADE,248858
2200,CONDOMINIUM,1900 MERIDIAN CONDOMINIUM ASSOCIATION,1900 MERIDIAN CONDOMINIUM ASSCOCIATION,MIAMI BEACH,33139,MIAMI-DADE,300247
2201,CONDOMINIUM,1900 MERIDIAN CONDOMINIUM ASSOCIATION,ROY BRAMWELL,MIAMI BEACH,33139,MIAMI-DADE,298193
2202,CONDOMINIUM,ADMIRAL TOWERS,ADMIRAL TOWERS CONDO,MIAMI BEACH,33139,MIAMI-DADE,287248
2203,CONDOMINIUM,ANA TOWER CONDOMINIUM NO 1 INC,ANA TOWER CONDOMINIUM NO 1 INC,MIAMI BEACH,33139,MIAMI-DADE,239445
2204,CONDOMINIUM,"ANA TOWER CONDOMINIUM NO. 1, INC.","ANA TOWER CONDOMINIUM NO. 1, INC.",MIAMI BEACH,33139,MIAMI-DADE,248396
2205,CONDOMINIUM,APOGEE,APOGEE,MIAMI BEACH,33139,MIAMI-DADE,219276
2207,CONDOMINIUM,ARTECITY GOVERNOR CONDO ASSOCIATION INC,ARTECITY GOVERNOR CONDO ASSN INC,MIAMI BEACH,33139,MIAMI-DADE,240840
2208,CONDOMINIUM,ARTEPARK NORTH,ARTEPARK NORTH CONDOMINIUM ASSOCIATION INC,MIAMI BEACH,33139,MIAMI-DADE,240826
2209,CONDOMINIUM,"ARTEPARK NORTH, A CONDO",ARTEPARK NORTH CONDOMINIUM ASSOCIATION INC,MIAMI BEACH,33139,MIAMI-DADE,240830
2210,CONDOMINIUM,ARTEPARK SOUTH,ARTEPARK SOUTH CONDOMINIUM ASSOCIATION INC,MIAMI BEACH,33139,MIAMI-DADE,240800
2211,CONDOMINIUM,ARTEPARK SOUTH CONDOMINIUM ASSOCIATION,ARTEPARK SOUTH CONDOMINIUM ASSOCIATION,MIAMI BEACH,33139,MIAMI-DADE,240771
2212,CONDOMINIUM,BARBIZON BEACH CONDO,BARBIZON BEACH CONDO,MIAMI BEACH,33139,MIAMI-DADE,237741
2213,CONDOMINIUM,BAY GARDEN MANOR,BAY GARDEN MANOR CONDOMINIUM ASSOCIATION,MIAMI BEACH,33139,MIAMI-DADE,204699
2214,CONDOMINIUM,"BAYVIEW TERRACE ASSOCIATION, INC.","BAYVIEW TERRACE ASSOCIATION, INC.",MIAMI BEACH,33139,MIAMI-DADE,237064
2215,CONDOMINIUM,BELVEDERE GARDENS CONDOMINIUM ASSOCIATION INC.,BELVEDERE GARDENS CONDO ASSOCIATION INC.,MIAMI BEACH,33139,MIAMI-DADE,250359
2216,CONDOMINIUM,"BENNETT, A CONDO THE",THE BENNETT CONDOMINIUM ASSOC. INC,MIAMI BEACH,33139,MIAMI-DADE,236907
2217,CONDOMINIUM,CAPRI SOUTH BEACH CONDO,"CAPRI SOUTH BEACH CONDOMINIUM ASSOCIATION, INC.",MIAMI BEACH,33139,MIAMI-DADE,279459
2218,CONDOMINIUM,COLLINS MANOR CONDOMINIUM,COLLINS MANOR CONDOMINIUM,MIAMI BEACH,33139,MIAMI-DADE,264953
2219,CONDOMINIUM,"COLLINS TOWER CONDO ASSN, INC.","COLLINS TOWER CONDO ASSN, INC.",MIAMI BEACH,33139,MIAMI-DADE,251669
2220,CONDOMINIUM,COLLINS VIEW ASSOCIATION,COLLINS VIEW ASSOCIATION INC,MIAMI BEACH,33139,MIAMI-DADE,240530
2221,CONDOMINIUM,CONDOMINIUM,BAYSIDE TERRACE,MIAMI BEACH,33139,MIAMI-DADE,217058
2222,CONDOMINIUM,CONDOMINIUM,PARKVIEW HOUSE,MIAMI BEACH,33139,MIAMI-DADE,217484
2223,CONDOMINIUM,COSTA BRAVA OF BELLE ISLE,COSTA BRAVA OF BELLE ISLE,MIAMI BEACH,33139,MIAMI-DADE,241383
2224,CONDOMINIUM,"CRESCENT RESORT ON SOUTH BEACH, A HILTON VACATION CLUB","CRESCENT RESORT OWNERS ASSOCIATION, INC.",MIAMI BEACH,33139,MIAMI-DADE,254130
2225,CONDOMINIUM,DECOPLAGE CONDOMINIUM ASSOCIATION,"DECOPLAGE CONDOMINIUM ASSOCIATION, INC",MIAMI BEACH,33139,MIAMI-DADE,279951
2226,CONDOMINIUM,DECOPLAGE CONDOMINIUM ASSOCIATION,"DECOPLAGE CONDOMINIUM ASSOCIATION, INC",MIAMI BEACH,33139,MIAMI-DADE,279954
2227,CONDOMINIUM,DEL RIO CONDOMINIUM,DEL RIO CONDOMINIUM,MIAMI BEACH,33139,MIAMI-DADE,237578
2228,CONDOMINIUM,EUCLID CONDO,EUCLID CONDOMINIUM ASSOCIATION,MIAMI BEACH,33139,MIAMI-DADE,268710
2229,CONDOMINIUM,EUCLID EAST CONDOMINIUM,EUCLID EAST CONDOMINIUM,MIAMI BEACH,33139,MIAMI-DADE,221958
2230,CONDOMINIUM,EUCLID PLAZA,"EUCLID PLAZA CONDO. ASSN., INC.",MIAMI BEACH,33139,MIAMI-DADE,246997
2231,CONDOMINIUM,EUCLID PLAZA CONDOMINIUM,EUCLID PLAZA CONDOMINIUM,MIAMI BEACH,33139,MIAMI-DADE,232074
2232,CONDOMINIUM,FLAMINGO SOUTH BEACH I CONDO,FLAMINGO SOUTH BEACH I CONDO,MIAMI BEACH,33139,MIAMI-DADE,255390
2233,CONDOMINIUM,GALIL 1 CONDOMINIUM ASSOCIATION,GALIL I CONDOMINIUM ASSOCIATION,MIAMI BEACH,33139,MIAMI-DADE,255123
2234,CONDOMINIUM,GOLDEN WEST,GOLDEN WEST CONDO,MIAMI BEACH,33139,MIAMI-DADE,236389
2235,CONDOMINIUM,GRAND VENETIAN CONDOMINIUM ASSOCIATION INC.,GRAND VENETIAN CONDOMINIUM ASSOCIATION INC.,MIAMI BEACH,33139,MIAMI-DADE,232362
2236,CONDOMINIUM,HAMPTON ON WASHINGTON AVENUE,THE HAMPTON ON WASHINGTON AVENUE CONDOMINIUM ASSOCIATION,MIAMI BEACH,33139,MIAMI-DADE,268439
2237,CONDOMINIUM,HILTON GRAND VACATIONS CLUB AT MCALPIN - OCEAN PLAZA,SOUTH BEACH VACATION SUITES CONDOMINIUM ASSOCIATION,MIAMI BEACH,33139,MIAMI-DADE,285451
2238,CONDOMINIUM,ICON CONDOMINIUM ASSOCIATION,ICON CONDOMINIUM ASSOCIATION,MIAMI BEACH,33139,MIAMI-DADE,237659
2239,CONDOMINIUM,ILONA CONDOMINIUM,ILONA CONDOMINIUM ASSOCIATION,MIAMI BEACH,33139,MIAMI-DADE,240636
2240,CONDOMINIUM,INDUSTRY CONDOMINIUM,INDUSTRY CONDOMINIUM,MIAMI BEACH,33139,MIAMI-DADE,248417
2241,CONDOMINIUM,ISLAND TERRACE CONDOMINIUM,ISLAND TERRACE CONDOMINIUM,MIAMI BEACH,33139,MIAMI-DADE,209569
2242,CONDOMINIUM,ISLANDER CONDO,"ISLANDER CONDO ASSN, INC",MIAMI BEACH,33139,MIAMI-DADE,249346
2243,CONDOMINIUM,JADE CONDOMINIUM,JADE CONDOMINIUM,MIAMI BEACH,33139,MIAMI-DADE,251845
2244,CONDOMINIUM,JEFFERSON PARK,JEFFERSON PARK CONDOMINIUM,MIAMI BEACH,33139,MIAMI-DADE,237635
2245,CONDOMINIUM,"JEFFERSON PLAZA CONDOMINIUM, INC.","JEFFERSON PLAZA CONDOMINIUM, INC.",MIAMI BEACH,33139,MIAMI-DADE,266321
2246,CONDOMINIUM,JEFFERSON SOUTH SHORE CONDO ASSOC. INC,JEFFERSON SOUTH SHORE CONDO ASSOC. INC,MIAMI BEACH,33139,MIAMI-DADE,244369
2247,CONDOMINIUM,JEFFERSON VILLAS CONDOMINIUM,JEFFERSON VILLAS CONDOMINIUM,MIAMI BEACH,33139,MIAMI-DADE,237611
2248,CONDOMINIUM,JEFFERSONIAN CONDO,"JEFFERSONIAN CONDOMINIUM, INC.",MIAMI BEACH,33139,MIAMI-DADE,239423
2249,CONDOMINIUM,KEN MAE GARDENS,KEN MAE GARDENS CONDO ASSN INC,MIAMI BEACH,33139,MIAMI-DADE,237647
2250,CONDOMINIUM,"LASER CONDOMINIUM ASSOCIATION, INC","LASER CONDOMINIUM ASSOCIATION, INC",MIAMI BEACH,33139,MIAMI-DADE,286571
2251,CONDOMINIUM,"LENOX TOWERS CONDOMINIUM, INC","LENOX TOWERS CONDOMINIUM, INC.",MIAMI BEACH,33139,MIAMI-DADE,271976
2252,CONDOMINIUM,"LENOX VILLAGE, A CONDO","LENOX VILLAGE A CONDOMINIUM ASSOCIATION, INC.",MIAMI BEACH,33139,MIAMI-DADE,204063
2253,CONDOMINIUM,LINCOLN PLACE RESIDENCES,LINCOLN PLACE RESIDENCES CONDOMINIUM ASSOCIATION,MIAMI BEACH,33139,MIAMI-DADE,238481
2254,CONDOMINIUM,LINCOLN PLAZA CONDOMINIUM,LINCOLN PLAZA CONDOMINIUM,MIAMI BEACH,33139,MIAMI-DADE,298013
2255,CONDOMINIUM,"LINCOLN TOWERS CONDOMINIUM ASSOCIATION, INC","LINCOLN TOWERS CONDOMINIUM ASSOCIATION, INC",MIAMI BEACH,33139,MIAMI-DADE,240154
2256,CONDOMINIUM,LOUVER HOUSE CONDOMINIUM ASS. INC.,LOUVER HOUSE CONDO,MIAMI BEACH,33139,MIAMI-DADE,287941
2257,CONDOMINIUM,"MARRIOTT VACATION CLUB, SOUTH BEACH","EDGEWATER SOUTH BEACH CONDOMINIUM ASSOCIATION, INC.",MIAMI BEACH,33139,MIAMI-DADE,206201
2258,CONDOMINIUM,MERIDIAN 5 CONDOMINIUM,MERIDIAN FIVE CONDOMINIUM ASSOCIATION INC,MIAMI BEACH,33139,MIAMI-DADE,240588
2259,CONDOMINIUM,MERIDIAN PLAZA CONDO,MERIDIAN PLAZA CONDO INC,MIAMI BEACH,33139,MIAMI-DADE,243037
2260,CONDOMINIUM,MERIDIAN PLAZA CONDOMINIUM,MERIDIAN PLAZA CONDOMINIUM INC,MIAMI BEACH,33139,MIAMI-DADE,244294
2261,CONDOMINIUM,MERIDIAN TOWERS,"MERIDIAN TOWERS CONDO ASSN., INC.",MIAMI BEACH,33139,MIAMI-DADE,234954
2262,CONDOMINIUM,MIRADOR 1000,MIRADOR 1000 CONDOMINIUM ASSOCIATION INC,MIAMI BEACH,33139,MIAMI-DADE,231611
2263,CONDOMINIUM,MIRADOR 1200 CONDOMINIUM ASSOCIATION INC.,MIRADOR 1200 CONDOMINIUM ASSOCIATION INC.,MIAMI BEACH,33139,MIAMI-DADE,224849
2264,CONDOMINIUM,MIRADOR 1200 CONDOMINIUM ASSOCIATION INC.,MIRADOR 1200 CONDOMINIUM ASSOCIATION INC.,MIAMI BEACH,33139,MIAMI-DADE,246379
2265,CONDOMINIUM,MONAD TERRACE CONDOMINIUM,MONAD TERRACE CONDOMINIUM,MIAMI BEACH,33139,MIAMI-DADE,288158
2266,CONDOMINIUM,MURANO AT PORTOFINO,MURANO AT PORTOFINO,MIAMI BEACH,33139,MIAMI-DADE,256662
2267,CONDOMINIUM,"MURANO GRANDE AT PORTOFINO CONDOMINIUM ASSOCIATION, INC.","MURANO GRANDE AT PORTOFINO CONDOMINIUM ASSOCIATION, INC.",MIAMI BEACH,33139,MIAMI-DADE,226085
2268,CONDOMINIUM,,"STAR MERIDIAN CONDOMINIUM, INC",MIAMI BEACH,33139,MIAMI-DADE,286467
2269,CONDOMINIUM,OCEAN 5,OCEAN FIVE CONDOMINIUM ASSOCIATION,MIAMI BEACH,33139,MIAMI-DADE,238577
2270,CONDOMINIUM,OCEAN DRIVE CONDOMINIUM,OCEAN DRIVE CONDO ASSN INC,MIAMI BEACH,33139,MIAMI-DADE,249297
2271,CONDOMINIUM,OCEAN POINT ASSOCIATION,OCEAN POINT ASSOCIATION,MIAMI BEACH,33139,MIAMI-DADE,262493
2272,CONDOMINIUM,ONE OCEAN CONDOMINIUM,ONE OCEAN CONDOMINIUM,MIAMI BEACH,33139,MIAMI-DADE,222458
2273,CONDOMINIUM,ONE THOUSAND VENETIAN WAY,ONE THOUSAND VENETIAN WAY,MIAMI BEACH,33139,MIAMI-DADE,215643
2274,CONDOMINIUM,ONE THOUSAND VENETIAN WAY,ONE THOUSAND VENETIAN WAY,MIAMI BEACH,33139,MIAMI-DADE,216091
2275,CONDOMINIUM,"PALMS ASSOCIATION OF ALTON ROAD, INC.","PALMS ASSOCIATION OF ALTON ROAD, INC.",MIAMI BEACH,33139,MIAMI-DADE,245648
2276,CONDOMINIUM,PENN STAR CONDO,PENN STAR CONDO ASSOCIATION INC,MIAMI BEACH,33139,MIAMI-DADE,232208
2277,CONDOMINIUM,"PENN STAR, A CONDO","PENN STAR CONDO ASSN., INC.",MIAMI BEACH,33139,MIAMI-DADE,247008
2278,CONDOMINIUM,PENN TERRACE ASSOCIATION INC.,PENN TERRACE ASSOCIATION INC.,MIAMI BEACH,33139,MIAMI-DADE,277413
2279,CONDOMINIUM,PORTOFINO TOWERS CONDOMINIUM ASSOCIATION,PORTOFINO TOWERS CONDOMINIUM ASSOCIATION,MIAMI BEACH,33139,MIAMI-DADE,215726
2280,CONDOMINIUM,RESERVE STUDY,1035 MIRADOR,MIAMI BEACH,33139,MIAMI-DADE,237427
2281,CONDOMINIUM,RESERVE STUDY,PRESIDENTIAL CONDOMINIUM,MIAMI BEACH,33139,MIAMI-DADE,238155
2282,CONDOMINIUM,RESERVE STUDY PARADISE PLAZA,"PARADISE PLAZA CONDOMINIUM ASSOCIATION, INC.",MIAMI BEACH,33139,MIAMI-DADE,295580
2283,CONDOMINIUM,RESERVES STUDY REPORT,"BAY VIEW LOFTS CONDOMINIUM ASSOCIATION, INC",MIAMI BEACH,33139,MIAMI-DADE,237597
2284,CONDOMINIUM,RESERVES STUDY REPORT,MICHIGAN TERRACE ASSOCIATION,MIAMI BEACH,33139,MIAMI-DADE,237587
2285,CONDOMINIUM,RONNY CONDO,RONNY CONDOMINIUM ASSOCIATION INC.,MIAMI BEACH,33139,MIAMI-DADE,229387
2286,CONDOMINIUM,RUSKIN CONDOMINIUM,RUSKIN CONDOMINIUM,MIAMI BEACH,33139,MIAMI-DADE,237694
2287,CONDOMINIUM,"SEA BEACH TOWERS CONDOMINIUM, INC.","SEA BEACH TOWERS CONDOMINIUM, INC.",MIAMI BEACH,33139,MIAMI-DADE,245711
2288,CONDOMINIUM,SEVILLE CONDO,SEVILLE CONDO,MIAMI BEACH,33139,MIAMI-DADE,289596
2289,CONDOMINIUM,SIRS,"THE CENTRAL CONDOMINIUM ASSOCAITION, INC.",MIAMI BEACH,33139,MIAMI-DADE,257825
2290,CONDOMINIUM,SIRS,THE COSMOPOLITAN RESIDENCES,MIAMI BEACH,33139,MIAMI-DADE,206739
2291,CONDOMINIUM,SIRS MONTICELLO ARMS CONDO ASSOCIATION,MONTICELLO ARMS CONDO,MIAMI BEACH,33139,MIAMI-DADE,263142
2292,CONDOMINIUM,SIRS SUBMISSION COMPLETED PASSED,MONTICELLO ARMS CONDO,MIAMI BEACH,33139,MIAMI-DADE,282843
2293,CONDOMINIUM,SOUTH BAY CLUB CONDOMINIUM,SOUTH BAY CLUB CONDOMINIUM,MIAMI BEACH,33139,MIAMI-DADE,240412
2294,CONDOMINIUM,SOUTH OF FIFTH,OCEAN HOUSE CONDOMINIUM,MIAMI BEACH,33139,MIAMI-DADE,215717
2295,CONDOMINIUM,SOUTH OF FIFTH,OCEAN HOUSE CONDOMINIUM,MIAMI BEACH,33139,MIAMI-DADE,216190
2296,CONDOMINIUM,SOUTH POINTE TOWERS I COND ASSOCIATION,SOUTH POINTE TOWERS I COND ASSOCIATION,MIAMI BEACH,33139,MIAMI-DADE,225129
2297,CONDOMINIUM,SOUTH POINTE TOWERS I COND ASSOCIATION,SOUTH POINTE TOWERS I COND ASSOCIATION,MIAMI BEACH,33139,MIAMI-DADE,269530
2298,CONDOMINIUM,STAR MERIDIAN CONDO,STAR MERIDIAN CONDO,MIAMI BEACH,33139,MIAMI-DADE,317404
2299,CONDOMINIUM,STRUCTURAL INTEGRITY RESERVE STUDY,"2201 COLLINS AVENUE CONDOMINIUM ASSOCIATION INC.,",MIAMI BEACH,33139,MIAMI-DADE,240640
2300,CONDOMINIUM,SUNSET HARBOUR NORTH CONDOMINIUM,SUNSET HARBOUR NORTH,MIAMI BEACH,33139,MIAMI-DADE,287963
2301,CONDOMINIUM,SUNSET HARBOUR SOUTH,SUNSET HARBOUR SOUTH CONDOMINIUM ASSOCIATION INC.,MIAMI BEACH,33139,MIAMI-DADE,215692
2302,CONDOMINIUM,SUNSET HARBOUR SOUTH,SUNSET HARBOUR SOUTH CONDOMINIUM ASSOCIATION INC.,MIAMI BEACH,33139,MIAMI-DADE,216139
2303,CONDOMINIUM,SUNSHINE BAY,SUNSHINE BAY CONDOMINIUM,MIAMI BEACH,33139,MIAMI-DADE,238502
2304,CONDOMINIUM,TERRACE CONDOMINIUM,THE TERRACE CONDOMINIUM,MIAMI BEACH,33139,MIAMI-DADE,237656
2305,CONDOMINIUM,THE COSMOPOLITAN RESIDENCES,THE COSMOPOLITAN RESIDENCES ON SOUTH BEACH,MIAMI BEACH,33139,MIAMI-DADE,225557
2306,CONDOMINIUM,THE COURTS AT SOUTH BEACH CONDOMINIUM ASSOCIATION,THE COURTS AT SOUTH BEACH CONDOMINIUM,MIAMI BEACH,33139,MIAMI-DADE,234417
2307,CONDOMINIUM,THE ELAINE CONDOMINIUM ASSOCIATION,THE ELAINE CONDOMINIUM ASSOCIATION,MIAMI BEACH,33139,MIAMI-DADE,298198
2308,CONDOMINIUM,"THE ESPLANADE BEACH, A CONDO","ESPLANADE BEACH CONDO ASSN., INC., THE",MIAMI BEACH,33139,MIAMI-DADE,240131
2309,CONDOMINIUM,THE FLORIDIAN,THE FLORIDIAN OF MIAMI BEACH CONDOMINIUM ASSOCIATION INC,MIAMI BEACH,33139,MIAMI-DADE,250351
2310,CONDOMINIUM,THE FLORIDIAN OF MIAMI BEACH,THE FLORIDIAN OF MIAMI BEACH CONDOMINIUM ASSOCIATION INC,MIAMI BEACH,33139,MIAMI-DADE,235820
2311,CONDOMINIUM,"THE MERCURY SOUTH BEACH CONDOMINIUM ASSOCIATION, INC.","THE MERCURY SOUTH BEACH CONDOMINIUM ASSOCIATION, INC.",MIAMI BEACH,33139,MIAMI-DADE,237510
2312,CONDOMINIUM,"THE MERCURY SOUTH BEACH CONDOMINIUM ASSOCIATION, INC.","THE MERCURY SOUTH BEACH CONDOMINIUM ASSOCIATION, INC.",MIAMI BEACH,33139,MIAMI-DADE,237511
2313,CONDOMINIUM,THE MONTCLAIR CONDOMINIUM,THE MONTCLAIR CONDOMINIUM,MIAMI BEACH,33139,MIAMI-DADE,284908
2314,CONDOMINIUM,THE ROOSEVELT CONDOMINIUM ASSOCIATION INC.,THE ROOSEVELT CONDOMINIUM ASSOCIATION INC,MIAMI BEACH,33139,MIAMI-DADE,220617
2315,CONDOMINIUM,THE SAILS,THE SAILS CONDOMINIUM ASSOCIATION,MIAMI BEACH,33139,MIAMI-DADE,298202
2316,CONDOMINIUM,THE SAILS CONDOMINIUM ASSOCIATION,THE SAILS CONDOMINIUM ASSOCIATION,MIAMI BEACH,33139,MIAMI-DADE,285099
2317,CONDOMINIUM,THE SKYLARK RESIDENTIAL CONDOMINIUM ASSOCIATION,THE SKYLARK A CONDOMINIUM,MIAMI BEACH,33139,MIAMI-DADE,269235
2318,CONDOMINIUM,"THE WAVERLY AT SOUTH BEACH CONDOMINIUM ASSOCIATION, INC.",ANA WAVERLY AT SOUTH BEACH CONDOMINIUM ENAMORADO,MIAMI BEACH,33139,MIAMI-DADE,256306
2319,CONDOMINIUM,TOWER EAST INCORPORATED CONDO,TOWER EAST INCORPORATE CONDO,MIAMI BEACH,33139,MIAMI-DADE,251640
2320,CONDOMINIUM,TROPICO CONDOMINIUM ASSOCIATION,TROPICO CONDOMINIUM ASSOCIATION,MIAMI BEACH,33139,MIAMI-DADE,238492
2321,CONDOMINIUM,WASHINGTON CENTER CONDOMINIUM INC.,WASHINGTON CENTER CONDO INC.,MIAMI BEACH,33139,MIAMI-DADE,250369
2322,CONDOMINIUM,WEST BAY PLAZA,WEST BAY PLAZA CONDOMINIUM ASSOCIATION INC.,MIAMI BEACH,33139,MIAMI-DADE,235342
2323,CONDOMINIUM,WINDSOR PLAZA CONDOMINIUM ASSOCIATION INC.,WINDSOR PLAZA CONDOMINIUM ASSOCIATION INC.,MIAMI BEACH,33139,MIAMI-DADE,256908
2324,CONDOMINIUM,"FLAMINGO SOUTH/BEACH I CONDOMINIUM ASSOCIATION, INC.","FLAMINGO SOUTH/BEACH I CONDOMINIUM ASSOCIATION, INC.",MIMAI BEACH,33139,MIAMI-DADE,255395
2325,CONDOMINIUM,THE ELAINE CONDOMINIUM ASSOCIATION,THE ELAINE,MIMAI BEACH,33139,MIAMI-DADE,285092
2326,CONDOMINIUM,57 OCEAN,57 OCEAN CONDOMINIUM ASSOCIATION INC.,MIAMI BEACH,33140,MIAMI-DADE,238401
2327,CONDOMINIUM,57 OCEAN CONDOMINIUM ASSOCIATION,69,MIAMI BEACH,33140,MIAMI-DADE,250406
2328,CONDOMINIUM,"2870 PINE TREE, A CONDO",2870 PINE TREE CONDOMINIUM ASSOCIATION,MIAMI BEACH,33140,MIAMI-DADE,240689
2329,CONDOMINIUM,2901 COLLINS CONDO,"2901 COLLINS CONDO ASSOCIATION, INC",MIAMI BEACH,33140,MIAMI-DADE,227039
2330,CONDOMINIUM,2901 COLLINS CONDOMINIUM,2901 COLLINS CONDO ASSOCIATION INC,MIAMI BEACH,33140,MIAMI-DADE,227036
2331,CONDOMINIUM,"3315 TOWER CONDOMINIUM ASSOCIATION, INC","3315 TOWER CONDOMINIUM ASSOCIATION, INC",MIAMI BEACH,33140,MIAMI-DADE,270280
2332,CONDOMINIUM,"5838 CONDOMINIUM, INC, D/B/A REGENCY TOWER","THE 5838 CONDOMINIUM, INC.",MIAMI BEACH,33140,MIAMI-DADE,272411
