,neighborhood,borough,Quarter/Year,property_group,trd_doc_classification,SUM of doc_amount,MEDIAN of doc_amount,AVERAGE of doc_amount,SUM of bbl_count,year
4235,Ocean Parkway,Brooklyn,Q3 2025,Co-op,Commercial,"$445,000","$445,000","$445,000",1,2025
4238,Ocean Parkway,Brooklyn,Q3 2025,Mixed-Use,Commercial,"$6,975,000","$2,500,000","$2,325,000",3,2025
4239,Ocean Parkway,Brooklyn,Q3 2025,Multi-Family Dwelling,Commercial,"$1,725,000","$1,725,000","$1,725,000",1,2025
4241,Ocean Parkway,Brooklyn,Q3 2025,Office,Commercial,"$1,895,000","$1,895,000","$1,895,000",1,2025
4245,Ocean Parkway,Brooklyn,Q4 2024,Mixed-Use,Commercial,"$2,125,000","$2,125,000","$2,125,000",1,2024
4250,Ocean Parkway,Brooklyn,Q4 2025,Mixed-Use,Commercial,"$3,442,500","$1,721,250","$1,721,250",2,2025
4255,Old Howard Beach,Queens,Q1 2026,Mixed-Use,Commercial,"$735,000","$735,000","$735,000",1,2026
4258,Old Howard Beach,Queens,Q2 2025,Mixed-Use,Commercial,"$1,200,000","$1,200,000","$1,200,000",1,2025
4285,Ozone Park,Queens,Q2 2025,Mixed-Use,Commercial,"$1,519,000","$1,519,000","$1,519,000",1,2025
4289,Ozone Park,Queens,Q3 2025,Mixed-Use,Commercial,"$750,000","$750,000","$750,000",1,2025
4300,Park Avenue,Manhattan,Q1 2025,Condo,Commercial,"$61,204,826","$61,204,826","$61,204,826",1,2025
4317,Park Hill,Staten Island,Q2 2025,Mixed-Use,Commercial,"$620,000","$620,000","$620,000",1,2025
4320,Park Hill,Staten Island,Q3 2025,Mixed-Use,Commercial,"$275,000","$275,000","$275,000",1,2025
4324,Park Hill,Staten Island,Q4 2025,Multi-Family Dwelling,Commercial,"$364,551,919","$135,190,739","$121,517,306",3,2025
4328,Park Slope,Brooklyn,Q1 2025,Condo,Commercial,"$3,898,000","$3,898,000","$3,898,000",1,2025
4330,Park Slope,Brooklyn,Q1 2025,Mixed-Use,Commercial,"$76,854,720","$3,555,354","$3,842,736",20,2025
4331,Park Slope,Brooklyn,Q1 2025,Multi-Family Dwelling,Commercial,"$24,084,782","$3,200,000","$3,440,683",7,2025
4333,Park Slope,Brooklyn,Q1 2025,Office,Commercial,"$8,475,000","$8,475,000","$8,475,000",1,2025
4336,Park Slope,Brooklyn,Q1 2026,Condo,Commercial,"$1,035,000","$517,500","$517,500",2,2026
4338,Park Slope,Brooklyn,Q1 2026,Mixed-Use,Commercial,"$14,800,000","$3,400,000","$4,933,333",3,2026
4339,Park Slope,Brooklyn,Q1 2026,Multi-Family Dwelling,Commercial,"$30,120,000","$2,695,000","$3,765,000",8,2026
4341,Park Slope,Brooklyn,Q1 2026,Office,Commercial,"$3,750,000","$3,750,000","$3,750,000",1,2026
4345,Park Slope,Brooklyn,Q2 2025,Condo,Commercial,"$520,000","$520,000","$520,000",1,2025
4347,Park Slope,Brooklyn,Q2 2025,Mixed-Use,Commercial,"$13,222,375","$4,647,375","$4,407,458",3,2025
4348,Park Slope,Brooklyn,Q2 2025,Multi-Family Dwelling,Commercial,"$40,380,000","$2,940,000","$4,038,000",10,2025
4352,Park Slope,Brooklyn,Q3 2025,Condo,Commercial,"$1,307,024","$653,512","$653,512",2,2025
4354,Park Slope,Brooklyn,Q3 2025,Mixed-Use,Commercial,"$9,875,000","$2,900,000","$3,291,667",3,2025
4355,Park Slope,Brooklyn,Q3 2025,Multi-Family Dwelling,Commercial,"$10,167,000","$2,250,000","$2,541,750",4,2025
4360,Park Slope,Brooklyn,Q4 2024,Condo,Commercial,"$6,625,000","$6,625,000","$6,625,000",1,2024
4362,Park Slope,Brooklyn,Q4 2024,Mixed-Use,Commercial,"$1,050,000","$1,050,000","$1,050,000",1,2024
4366,Park Slope,Brooklyn,Q4 2025,Condo,Commercial,"$4,750,000","$4,750,000","$4,750,000",1,2025
4368,Park Slope,Brooklyn,Q4 2025,Mixed-Use,Commercial,"$14,295,642","$2,750,000","$2,859,128",5,2025
4369,Park Slope,Brooklyn,Q4 2025,Multi-Family Dwelling,Commercial,"$23,644,992","$4,400,000","$4,728,998",5,2025
4371,Park Slope,Brooklyn,Q4 2025,Office,Commercial,"$4,043,260","$4,043,260","$4,043,260",1,2025
4377,Parkchester,Bronx,Q1 2026,Multi-Family Dwelling,Commercial,"$1,300,000","$1,300,000","$1,300,000",1,2026
4380,Parkchester,Bronx,Q2 2025,Multi-Family Dwelling,Commercial,"$23,000,000","$11,500,000","$11,500,000",2,2025
4389,Parkchester,Bronx,Q4 2025,Multi-Family Dwelling,Commercial,"$4,950,000","$1,212,500","$1,237,500",4,2025
4393,Pelham Bay,Bronx,Q1 2025,Mixed-Use,Commercial,"$1,150,000","$1,150,000","$1,150,000",1,2025
4394,Pelham Bay,Bronx,Q1 2025,Multi-Family Dwelling,Commercial,"$1,325,000","$1,325,000","$1,325,000",1,2025
4397,Pelham Bay,Bronx,Q1 2026,Co-op,Commercial,"$289,000","$289,000","$289,000",1,2026
4398,Pelham Bay,Bronx,Q1 2026,Mixed-Use,Commercial,"$800,000","$800,000","$800,000",1,2026
4401,Pelham Bay,Bronx,Q2 2025,Mixed-Use,Commercial,"$380,000","$380,000","$380,000",1,2025
4402,Pelham Bay,Bronx,Q2 2025,Multi-Family Dwelling,Commercial,"$14,003,710","$3,800,000","$2,800,742",5,2025
4404,Pelham Bay,Bronx,Q2 2025,Single-Family Home,Commercial,"$865,000","$865,000","$865,000",1,2025
4407,Pelham Bay,Bronx,Q3 2025,Multi-Family Dwelling,Commercial,"$7,200,000","$3,600,000","$3,600,000",2,2025
4411,Pelham Bay,Bronx,Q4 2025,Mixed-Use,Commercial,"$725,000","$725,000","$725,000",1,2025
4412,Pelham Bay,Bronx,Q4 2025,Multi-Family Dwelling,Commercial,"$9,680,000","$3,050,000","$3,226,667",3,2025
4417,Pelham Gradens,Bronx,Q1 2026,Mixed-Use,Commercial,"$1,568,296","$784,148","$784,148",2,2026
4420,Pelham Gradens,Bronx,Q2 2025,Multi-Family Dwelling,Commercial,"$1,195,000","$1,195,000","$1,195,000",1,2025
4423,Pelham Gradens,Bronx,Q3 2025,Mixed-Use,Commercial,"$1,375,000","$1,375,000","$1,375,000",1,2025
4424,Pelham Gradens,Bronx,Q3 2025,Multi-Family Dwelling,Commercial,"$717,000","$717,000","$717,000",1,2025
4431,Pelham Parkway,Bronx,Q1 2025,Condo,Commercial,"$260,000","$260,000","$260,000",1,2025
4434,Pelham Parkway,Bronx,Q1 2026,Multi-Family Dwelling,Commercial,"$1,755,000","$1,755,000","$1,755,000",1,2026
4442,Pelham Parkway,Bronx,Q4 2024,Multi-Family Dwelling,Commercial,"$1,100,000","$1,100,000","$1,100,000",1,2024
4444,Pelham Parkway,Bronx,Q4 2025,Multi-Family Dwelling,Commercial,"$16,634,032","$8,317,016","$8,317,016",2,2025
4447,Penn Plaza,Manhattan,Q1 2025,Condo,Commercial,"$8,140,000","$8,140,000","$8,140,000",1,2025
4451,Plaza District,Manhattan,Q1 2025,Condo,Commercial,"$27,600,000","$13,800,000","$13,800,000",2,2025
4454,Plaza District,Manhattan,Q1 2026,Condo,Commercial,"$274,140,224","$44,516,713","$68,535,056",4,2026
4458,Plaza District,Manhattan,Q2 2025,Condo,Commercial,"$2,900,000","$2,900,000","$2,900,000",1,2025
4460,Plaza District,Manhattan,Q2 2025,Office,Commercial,"$60,662,688","$30,331,344","$30,331,344",2,2025
4462,Plaza District,Manhattan,Q3 2025,Condo,Commercial,"$625,000","$625,000","$625,000",1,2025
4469,Pleasant Plains,Staten Island,Q1 2025,Land,Commercial,"$419,000","$419,000","$419,000",1,2025
4471,Pleasant Plains,Staten Island,Q1 2025,Office,Commercial,"$470,000","$470,000","$470,000",1,2025
4472,Pleasant Plains,Staten Island,Q1 2025,Retail,Commercial,"$1,800,000","$1,800,000","$1,800,000",1,2025
4478,Pleasant Plains,Staten Island,Q3 2025,Land,Commercial,"$1,548,275","$418,275","$516,092",3,2025
4483,Pleasant Plains,Staten Island,Q4 2025,Land,Commercial,"$500,000","$500,000","$500,000",1,2025
4484,Pleasant Plains,Staten Island,Q4 2025,Mixed-Use,Commercial,"$650,000","$650,000","$650,000",1,2025
4500,Pomonok,Queens,Q4 2024,Multi-Family Dwelling,Commercial,"$850,000","$850,000","$850,000",1,2024
4502,Pomonok,Queens,Q4 2025,Condo,Commercial,"$813,898","$813,898","$813,898",1,2025
4508,Port Richmond,Staten Island,Q1 2025,Multi-Family Dwelling,Commercial,"$728,000","$728,000","$728,000",1,2025
4514,Port Richmond,Staten Island,Q2 2025,Mixed-Use,Commercial,"$540,000","$540,000","$540,000",1,2025
4518,Port Richmond,Staten Island,Q3 2025,Land,Commercial,"$385,415","$385,415","$385,415",1,2025
4519,Port Richmond,Staten Island,Q3 2025,Mixed-Use,Commercial,"$800,000","$800,000","$800,000",1,2025
4520,Port Richmond,Staten Island,Q3 2025,Multi-Family Dwelling,Commercial,"$4,300,000","$2,150,000","$2,150,000",2,2025
4525,Port Richmond,Staten Island,Q4 2025,Condo,Commercial,"$490,000","$490,000","$490,000",1,2025
4526,Port Richmond,Staten Island,Q4 2025,Industrial,Commercial,"$6,175,000","$6,175,000","$6,175,000",1,2025
4527,Port Richmond,Staten Island,Q4 2025,Land,Commercial,"$990,000","$990,000","$990,000",1,2025
4528,Port Richmond,Staten Island,Q4 2025,Multi-Family Dwelling,Commercial,"$615,000","$615,000","$615,000",1,2025
4531,Prince's Bay,Staten Island,Q1 2025,Land,Commercial,"$820,000","$410,000","$410,000",2,2025
4536,Prince's Bay,Staten Island,Q2 2025,Land,Commercial,"$1,075,000","$537,500","$537,500",2,2025
4537,Prince's Bay,Staten Island,Q2 2025,Multi-Family Dwelling,Commercial,"$815,000","$815,000","$815,000",1,2025
4539,Prince's Bay,Staten Island,Q2 2025,Office,Commercial,"$600,000","$600,000","$600,000",1,2025
4544,Prince's Bay,Staten Island,Q4 2024,Land,Commercial,"$450,000","$450,000","$450,000",1,2024
4546,Prince's Bay,Staten Island,Q4 2024,Office,Commercial,"$525,000","$525,000","$525,000",1,2024
4552,Prospect Heights,Brooklyn,Q1 2025,Mixed-Use,Commercial,"$16,441,503","$3,245,320","$3,288,301",5,2025
4556,Prospect Heights,Brooklyn,Q1 2026,Multi-Family Dwelling,Commercial,"$7,575,000","$3,787,500","$3,787,500",2,2026
4560,Prospect Heights,Brooklyn,Q2 2025,Mixed-Use,Commercial,"$2,360,000","$2,360,000","$2,360,000",1,2025
4561,Prospect Heights,Brooklyn,Q2 2025,Multi-Family Dwelling,Commercial,"$5,850,000","$1,650,000","$1,950,000",3,2025
4566,Prospect Heights,Brooklyn,Q3 2025,Mixed-Use,Commercial,"$1,507,051","$1,507,051","$1,507,051",1,2025
4567,Prospect Heights,Brooklyn,Q3 2025,Multi-Family Dwelling,Commercial,"$38,540,125","$4,145,063","$6,423,354",6,2025
4573,Prospect Heights,Brooklyn,Q4 2024,Multi-Family Dwelling,Commercial,"$3,250,000","$3,250,000","$3,250,000",1,2024
4576,Prospect Heights,Brooklyn,Q4 2025,Multi-Family Dwelling,Commercial,"$5,950,000","$2,975,000","$2,975,000",2,2025
4579,Prospect Lefferts Ga,Brooklyn,Q1 2025,Mixed-Use,Commercial,"$4,325,000","$2,162,500","$2,162,500",2,2025
4580,Prospect Lefferts Ga,Brooklyn,Q1 2025,Multi-Family Dwelling,Commercial,"$8,942,719","$4,471,359","$4,471,359",2,2025
4583,Prospect Lefferts Ga,Brooklyn,Q1 2026,Co-op,Commercial,"$2,603,893","$2,603,893","$2,603,893",1,2026
4586,Prospect Lefferts Ga,Brooklyn,Q1 2026,Mixed-Use,Commercial,"$1,500,000","$1,500,000","$1,500,000",1,2026
4587,Prospect Lefferts Ga,Brooklyn,Q1 2026,Multi-Family Dwelling,Commercial,"$2,050,000","$2,050,000","$2,050,000",1,2026
4592,Prospect Lefferts Ga,Brooklyn,Q2 2025,Mixed-Use,Commercial,"$1,530,000","$1,530,000","$1,530,000",1,2025
4593,Prospect Lefferts Ga,Brooklyn,Q2 2025,Multi-Family Dwelling,Commercial,"$6,345,000","$3,172,500","$3,172,500",2,2025
4595,Prospect Lefferts Ga,Brooklyn,Q2 2025,Office,Commercial,"$16,500,000","$16,500,000","$16,500,000",1,2025
4606,Prospect Lefferts Ga,Brooklyn,Q4 2025,Condo,Commercial,"$1,442,350","$1,442,350","$1,442,350",1,2025
4608,Prospect Lefferts Ga,Brooklyn,Q4 2025,Mixed-Use,Commercial,"$1,785,000","$1,785,000","$1,785,000",1,2025
4609,Prospect Lefferts Ga,Brooklyn,Q4 2025,Multi-Family Dwelling,Commercial,"$26,875,000","$11,077,000","$8,958,333",3,2025
4622,Prospect Park South,Brooklyn,Q3 2025,Co-op,Commercial,"$675,000","$675,000","$675,000",1,2025
4625,Prospect Park South,Brooklyn,Q3 2025,Mixed-Use,Commercial,"$899,000","$899,000","$899,000",1,2025
4627,Prospect Park South,Brooklyn,Q4 2024,Mixed-Use,Commercial,"$1,500,000","$1,500,000","$1,500,000",1,2024
4630,Prospect Park South,Brooklyn,Q4 2025,Mixed-Use,Commercial,"$999,000","$999,000","$999,000",1,2025
4633,Queens Village,Queens,Q1 2025,Multi-Family Dwelling,Commercial,"$3,800,000","$3,800,000","$3,800,000",1,2025
4636,Queens Village,Queens,Q1 2026,Mixed-Use,Commercial,"$692,500","$692,500","$692,500",1,2026
4639,Queens Village,Queens,Q2 2025,Land,Commercial,"$260,000","$260,000","$260,000",1,2025
4640,Queens Village,Queens,Q2 2025,Multi-Family Dwelling,Commercial,"$1,072,822","$1,072,822","$1,072,822",1,2025
4644,Queens Village,Queens,Q3 2025,Mixed-Use,Commercial,"$3,150,000","$812,500","$787,500",4,2025
4649,Queens Village,Queens,Q4 2025,Mixed-Use,Commercial,"$1,875,000","$937,500","$937,500",2,2025
4656,Red Hook,Brooklyn,Q1 2025,Mixed-Use,Commercial,"$1,800,000","$900,000","$900,000",2,2025
4664,Red Hook,Brooklyn,Q3 2025,Mixed-Use,Commercial,"$3,450,000","$3,450,000","$3,450,000",1,2025
4665,Red Hook,Brooklyn,Q3 2025,Multi-Family Dwelling,Commercial,"$4,475,000","$2,237,500","$2,237,500",2,2025
4671,Rego Park,Queens,Q1 2025,Condo,Commercial,"$275,000","$275,000","$275,000",1,2025
4676,Rego Park,Queens,Q1 2026,Condo,Commercial,"$300,000","$300,000","$300,000",1,2026
4682,Rego Park,Queens,Q2 2025,Condo,Commercial,"$667,500","$333,750","$333,750",2,2025
4688,Rego Park,Queens,Q3 2025,Multi-Family Dwelling,Commercial,"$18,400,000","$18,400,000","$18,400,000",1,2025
4693,Rego Park,Queens,Q4 2024,Multi-Family Dwelling,Commercial,"$1,200,000","$1,200,000","$1,200,000",1,2024
4696,Rego Park,Queens,Q4 2025,Co-op,Commercial,"$340,000","$340,000","$340,000",1,2025
4699,Rego Park,Queens,Q4 2025,Mixed-Use,Commercial,"$1,800,000","$1,800,000","$1,800,000",1,2025
4700,Rego Park,Queens,Q4 2025,Multi-Family Dwelling,Commercial,"$78,204,748","$14,377,321","$13,034,125",6,2025
4705,Richmond Hill,Queens,Q1 2026,Mixed-Use,Commercial,"$3,390,000","$1,250,000","$1,130,000",3,2026
4706,Richmond Hill,Queens,Q1 2026,Multi-Family Dwelling,Commercial,"$4,316,000","$4,316,000","$4,316,000",1,2026
4709,Richmond Hill,Queens,Q2 2025,Mixed-Use,Commercial,"$3,659,334","$1,200,000","$1,219,778",3,2025
4712,Richmond Hill,Queens,Q3 2025,Mixed-Use,Commercial,"$2,463,000","$1,231,500","$1,231,500",2,2025
4713,Richmond Hill,Queens,Q3 2025,Multi-Family Dwelling,Commercial,"$2,000,000","$1,000,000","$1,000,000",2,2025
4716,Richmond Hill,Queens,Q4 2024,Mixed-Use,Commercial,"$740,000","$740,000","$740,000",1,2024
4719,Richmond Hill,Queens,Q4 2025,Mixed-Use,Commercial,"$1,350,000","$1,350,000","$1,350,000",1,2025
4720,Richmond Hill,Queens,Q4 2025,Multi-Family Dwelling,Commercial,"$1,210,000","$1,210,000","$1,210,000",1,2025
4725,Richmond Valley,Staten Island,Q2 2025,Land,Commercial,"$720,000","$720,000","$720,000",1,2025
4733,Richmondtonwn,Staten Island,Q1 2026,Land,Commercial,"$650,000","$650,000","$650,000",1,2026
4742,Richmondtonwn,Staten Island,Q4 2025,Mixed-Use,Commercial,"$998,000","$998,000","$998,000",1,2025
4745,Ridgewood,Queens,Q1 2024,Mixed-Use,Commercial,"$1,350,000","$1,350,000","$1,350,000",1,2024
4747,Ridgewood,Queens,Q1 2025,Industrial,Commercial,"$1,500,000","$1,500,000","$1,500,000",1,2025
4748,Ridgewood,Queens,Q1 2025,Multi-Family Dwelling,Commercial,"$5,370,000","$985,000","$1,074,000",5,2025
4752,Ridgewood,Queens,Q1 2026,Mixed-Use,Commercial,"$6,039,325","$1,800,000","$2,013,108",3,2026
4753,Ridgewood,Queens,Q1 2026,Multi-Family Dwelling,Commercial,"$7,312,811","$1,005,000","$1,044,687",7,2026
4757,Ridgewood,Queens,Q2 2025,Land,Commercial,"$600,000","$600,000","$600,000",1,2025
4758,Ridgewood,Queens,Q2 2025,Mixed-Use,Commercial,"$5,046,927","$1,300,000","$1,261,732",4,2025
4759,Ridgewood,Queens,Q2 2025,Multi-Family Dwelling,Commercial,"$16,600,000","$1,100,000","$1,106,667",15,2025
4762,Ridgewood,Queens,Q2 2026,Multi-Family Dwelling,Commercial,"$900,000","$900,000","$900,000",1,2026
4763,Ridgewood,Queens,Q3 2024,Multi-Family Dwelling,Commercial,"$475,000","$475,000","$475,000",1,2024
4766,Ridgewood,Queens,Q3 2025,Mixed-Use,Commercial,"$4,290,000","$1,450,000","$1,430,000",3,2025
4767,Ridgewood,Queens,Q3 2025,Multi-Family Dwelling,Commercial,"$19,524,152","$1,225,000","$1,301,610",15,2025
4770,Ridgewood,Queens,Q4 2024,Multi-Family Dwelling,Commercial,"$750,000","$750,000","$750,000",1,2024
4774,Ridgewood,Queens,Q4 2025,Mixed-Use,Commercial,"$2,355,000","$1,177,500","$1,177,500",2,2025
4775,Ridgewood,Queens,Q4 2025,Multi-Family Dwelling,Commercial,"$19,635,156","$1,250,000","$1,309,010",15,2025
4779,Riverdale,Bronx,Q1 2024,Single-Family Home,Commercial,"$825,000","$825,000","$825,000",1,2024
4780,Riverdale,Bronx,Q1 2025,Co-op,Commercial,"$724,000","$362,000","$362,000",2,2025
4785,Riverdale,Bronx,Q1 2026,Co-op,Commercial,"$305,000","$305,000","$305,000",1,2026
4792,Riverdale,Bronx,Q2 2025,Multi-Family Dwelling,Commercial,"$3,875,000","$1,937,500","$1,937,500",2,2025
4796,Riverdale,Bronx,Q3 2025,Co-op,Commercial,"$265,000","$265,000","$265,000",1,2025
4800,Riverdale,Bronx,Q3 2025,Single-Family Home,Commercial,"$2,433,370","$747,000","$811,123",3,2025
4803,Riverdale,Bronx,Q4 2024,Multi-Family Dwelling,Commercial,"$1,770,000","$1,770,000","$1,770,000",1,2024
4806,Riverdale,Bronx,Q4 2025,Multi-Family Dwelling,Commercial,"$475,000","$475,000","$475,000",1,2025
4810,Rockaway Park,Queens,Q1 2025,Mixed-Use,Commercial,"$800,000","$800,000","$800,000",1,2025
4816,Rockaway Park,Queens,Q2 2025,Mixed-Use,Commercial,"$905,000","$905,000","$905,000",1,2025
4842,Rockwood Park,Queens,Q1 2026,Mixed-Use,Commercial,"$866,667","$866,667","$866,667",1,2026
4868,Rosebank,Staten Island,Q2 2025,Multi-Family Dwelling,Commercial,"$2,700,000","$2,700,000","$2,700,000",1,2025
4876,Rosebank,Staten Island,Q4 2025,Multi-Family Dwelling,Commercial,"$2,850,000","$2,850,000","$2,850,000",1,2025
4880,Rosedale,Queens,Q1 2025,Land,Commercial,"$780,000","$262,500","$260,000",3,2025
4887,Rosedale,Queens,Q3 2025,Mixed-Use,Commercial,"$875,000","$875,000","$875,000",1,2025
4891,Rosedale,Queens,Q4 2025,Mixed-Use,Commercial,"$725,000","$725,000","$725,000",1,2025
4895,Rossville,Staten Island,Q1 2025,Land,Commercial,"$7,250,000","$7,250,000","$7,250,000",1,2025
4897,Rossville,Staten Island,Q1 2025,Office,Commercial,"$999,999","$999,999","$999,999",1,2025
4920,Schuylerville,Bronx,Q2 2025,Multi-Family Dwelling,Commercial,"$3,349,000","$1,050,000","$1,116,333",3,2025
4923,Schuylerville,Bronx,Q3 2025,Multi-Family Dwelling,Commercial,"$625,000","$625,000","$625,000",1,2025
4927,Schuylerville,Bronx,Q4 2025,Retail,Commercial,"$450,000","$450,000","$450,000",1,2025
4934,Sea Gate,Brooklyn,Q3 2025,Multi-Family Dwelling,Commercial,"$1,500,000","$1,500,000","$1,500,000",1,2025
4936,Sea Gate,Brooklyn,Q4 2025,Land,Commercial,"$838,000","$419,000","$419,000",2,2025
4943,Sheepshead Bay,Brooklyn,Q1 2025,Mixed-Use,Commercial,"$900,000","$900,000","$900,000",1,2025
4948,Sheepshead Bay,Brooklyn,Q1 2026,Mixed-Use,Commercial,"$1,100,000","$1,100,000","$1,100,000",1,2026
4949,Sheepshead Bay,Brooklyn,Q1 2026,Multi-Family Dwelling,Commercial,"$2,999,000","$2,999,000","$2,999,000",1,2026
4954,Sheepshead Bay,Brooklyn,Q2 2025,Mixed-Use,Commercial,"$1,905,000","$952,500","$952,500",2,2025
4955,Sheepshead Bay,Brooklyn,Q2 2025,Multi-Family Dwelling,Commercial,"$1,195,000","$1,195,000","$1,195,000",1,2025
4959,Sheepshead Bay,Brooklyn,Q3 2025,Condo,Commercial,"$74,176,848","$74,176,848","$74,176,848",1,2025
4969,Sheepshead Bay,Brooklyn,Q4 2025,Condo,Commercial,"$1,231,149","$1,231,149","$1,231,149",1,2025
4975,Shore Acres,Staten Island,Q1 2025,Mixed-Use,Commercial,"$730,000","$730,000","$730,000",1,2025
4988,Shore Acres,Staten Island,Q3 2025,Multi-Family Dwelling,Commercial,"$999,999","$999,999","$999,999",1,2025
4992,Shore Acres,Staten Island,Q4 2024,Mixed-Use,Commercial,"$886,015","$886,015","$886,015",1,2024
5001,Silver Lake,Staten Island,Q2 2025,Land,Commercial,"$375,000","$375,000","$375,000",1,2025
5003,Silver Lake,Staten Island,Q3 2025,Land,Commercial,"$415,000","$415,000","$415,000",1,2025
5004,Silver Lake,Staten Island,Q3 2025,Multi-Family Dwelling,Commercial,"$1,150,000","$1,150,000","$1,150,000",1,2025
5015,Sixth Avenue,Manhattan,Q2 2025,Condo,Commercial,"$11,510,000","$5,755,000","$5,755,000",2,2025
5022,SoHo,Manhattan,Q1 2025,Co-op,Commercial,"$55,000,000","$55,000,000","$55,000,000",1,2025
5025,SoHo,Manhattan,Q1 2025,Office,Commercial,"$50,500,000","$25,250,000","$25,250,000",2,2025
5027,SoHo,Manhattan,Q1 2026,Condo,Commercial,"$17,000,000","$17,000,000","$17,000,000",1,2026
5029,SoHo,Manhattan,Q1 2026,Multi-Family Dwelling,Commercial,"$28,900,000","$14,450,000","$14,450,000",2,2026
5031,SoHo,Manhattan,Q1 2026,Office,Commercial,"$42,750,000","$42,750,000","$42,750,000",1,2026
5034,SoHo,Manhattan,Q2 2025,Condo,Commercial,"$67,207,200","$12,603,600","$16,801,800",4,2025
5037,SoHo,Manhattan,Q3 2025,Condo,Commercial,"$17,750,000","$5,900,000","$5,916,667",3,2025
5039,SoHo,Manhattan,Q3 2025,Mixed-Use,Commercial,"$10,500,000","$10,500,000","$10,500,000",1,2025
5040,SoHo,Manhattan,Q3 2025,Multi-Family Dwelling,Commercial,"$25,000,000","$25,000,000","$25,000,000",1,2025
5044,SoHo,Manhattan,Q4 2024,Condo,Commercial,"$2,350,000","$2,350,000","$2,350,000",1,2024
5046,SoHo,Manhattan,Q4 2024,Mixed-Use,Commercial,"$5,700,000","$5,700,000","$5,700,000",1,2024
5048,SoHo,Manhattan,Q4 2025,Condo,Commercial,"$22,500,000","$22,500,000","$22,500,000",1,2025
5050,SoHo,Manhattan,Q4 2025,Multi-Family Dwelling,Commercial,"$18,025,000","$18,025,000","$18,025,000",1,2025
5054,Soundview,Bronx,Q1 2025,Multi-Family Dwelling,Commercial,"$9,240,000","$1,066,667","$1,540,000",6,2025
5056,Soundview,Bronx,Q1 2025,Single-Family Home,Commercial,"$830,000","$830,000","$830,000",1,2025
5060,Soundview,Bronx,Q1 2026,Multi-Family Dwelling,Commercial,"$3,932,500","$1,300,000","$1,310,833",3,2026
5065,Soundview,Bronx,Q2 2025,Multi-Family Dwelling,Commercial,"$11,889,563","$987,500","$1,981,594",6,2025
5067,Soundview,Bronx,Q2 2025,Single-Family Home,Commercial,"$275,000","$275,000","$275,000",1,2025
5071,Soundview,Bronx,Q3 2025,Multi-Family Dwelling,Commercial,"$10,154,000","$995,000","$1,128,222",9,2025
5073,Soundview,Bronx,Q3 2025,Single-Family Home,Commercial,"$635,000","$635,000","$635,000",1,2025
5076,Soundview,Bronx,Q4 2024,Mixed-Use,Commercial,"$920,000","$920,000","$920,000",1,2024
5077,Soundview,Bronx,Q4 2024,Multi-Family Dwelling,Commercial,"$2,081,000","$1,040,500","$1,040,500",2,2024
5082,Soundview,Bronx,Q4 2025,Multi-Family Dwelling,Commercial,"$26,672,182","$975,000","$2,667,218",10,2025
5091,South Beach,Staten Island,Q2 2025,Office,Commercial,"$999,000","$999,000","$999,000",1,2025
5101,South Harlem,Manhattan,Q1 2025,Condo,Commercial,"$3,297,000","$1,648,500","$1,648,500",2,2025
5103,South Harlem,Manhattan,Q1 2025,Mixed-Use,Commercial,"$1,600,000","$1,600,000","$1,600,000",1,2025
5107,South Harlem,Manhattan,Q1 2026,Multi-Family Dwelling,Commercial,"$10,667,000","$2,278,500","$2,666,750",4,2026
5112,South Harlem,Manhattan,Q2 2025,Multi-Family Dwelling,Commercial,"$12,953,000","$1,839,000","$3,238,250",4,2025
5116,South Harlem,Manhattan,Q3 2025,Condo,Commercial,"$5,000,000","$5,000,000","$5,000,000",1,2025
5121,South Harlem,Manhattan,Q4 2025,Co-op,Commercial,"$475,000","$475,000","$475,000",1,2025
5123,South Harlem,Manhattan,Q4 2025,Condo,Commercial,"$2,360,000","$2,360,000","$2,360,000",1,2025
5125,South Harlem,Manhattan,Q4 2025,Multi-Family Dwelling,Commercial,"$850,000","$850,000","$850,000",1,2025
5130,South Jamaica,Queens,Q1 2025,Mixed-Use,Commercial,"$4,405,000","$850,000","$881,000",5,2025
5131,South Jamaica,Queens,Q1 2025,Multi-Family Dwelling,Commercial,"$499,000","$499,000","$499,000",1,2025
5134,South Jamaica,Queens,Q1 2026,Land,Commercial,"$490,000","$490,000","$490,000",1,2026
5135,South Jamaica,Queens,Q1 2026,Mixed-Use,Commercial,"$1,875,000","$937,500","$937,500",2,2026
5136,South Jamaica,Queens,Q1 2026,Multi-Family Dwelling,Commercial,"$950,000","$950,000","$950,000",1,2026
5139,South Jamaica,Queens,Q2 2025,Mixed-Use,Commercial,"$6,453,901","$740,000","$717,100",9,2025
5144,South Jamaica,Queens,Q3 2025,Mixed-Use,Commercial,"$3,409,776","$669,776","$681,955",5,2025
5149,South Jamaica,Queens,Q4 2024,Single-Family Home,Commercial,"$642,969","$642,969","$642,969",1,2024
5151,South Jamaica,Queens,Q4 2025,Mixed-Use,Commercial,"$1,350,000","$675,000","$675,000",2,2025
5154,South Ozone Park,Queens,Q1 2025,Land,Commercial,"$995,000","$995,000","$995,000",1,2025
5155,South Ozone Park,Queens,Q1 2025,Mixed-Use,Commercial,"$852,000","$852,000","$852,000",1,2025
5165,South Ozone Park,Queens,Q4 2024,Land,Commercial,"$290,000","$290,000","$290,000",1,2024
